,Unnamed: 0,Unnamed: 0.1,url,emotion,headline,source,yr,sentiment,rel,time
11,564506,17278752,https://www.thedailybeast.com/apple-earnings-miss-expectations-ipad-sales-disappoint,sadness,Apple ... Disappoint,db,2012,-1,1,"[{'title': 'Updated\xa0Jul. 14, 2017\xa01:42AM ET\xa0/\xa0'}, {'title': 'Published\xa0Oct. 25, 2012\xa06:35PM ET\xa0'}]"
12,564500,17263942,https://www.thedailybeast.com/could-a-larger-minimum-wage-hike-sell,neutral,Could ... Sell?,db,2013,0,1,"[{'title': 'Updated\xa0Apr. 17, 2017\xa03:55PM ET\xa0/\xa0'}, {'title': 'Published\xa0Nov. 13, 2013\xa08:14AM ET\xa0'}]"
13,6061,2486289,https://www.huffpost.com/entry/steve-jobs-movie-sony-acquires-walter-isaacson-book_n_1001015,joy,Steve ... Book,hp,2011,1,1,"[{'title': 'Oct 7, 2011, 08:06 PM EDT'}, {'title': 'Updated Dec 7, 2011'}]"
14,6060,2418084,https://www.huffpost.com/entry/banks-earnings-q1-2012_n_1410692,neutral,U.S. ... Investors,hp,2012,0,1,"[{'title': 'Apr 8, 2012, 07:00 AM EDT'}, {'title': 'Updated Jun 8, 2012'}]"
15,6059,2361991,https://www.huffpost.com/entry/trumps-chaos-produces-results-gulf-states-upgrade_b_59c131a7e4b0c3e70e7427f0,neutral,Trump’s ... Israel,hp,2017,0,1,"[{'title': 'Sep 19, 2017, 11:03 AM EDT'}, {'title': 'Updated Sep 19, 2017'}]"
16,6057,2229708,https://www.huffpost.com/entry/google-eu-5-billion-dollar-fine_n_5b4f3419e4b0b15aba8a4926,neutral,EU ... Fine,hp,2018,0,1,"[{'title': 'Jul 18, 2018, 08:39 AM EDT'}]"
17,6058,2235518,https://www.huffpost.com/entry/amazon-minimum-wage-hike-compensation-cuts_n_5bb573d2e4b028e1fe3a6ba9,sadness,Amazon's ... Compensation,hp,2018,-1,1,"[{'title': 'Oct 3, 2018, 10:39 PM EDT'}]"
18,6043,2032853,https://www.jacobinmag.com/2018/02/stock-market-drop-wage-increases-economy,fear,About ... Panic,jacobin,2018,-1,1,
19,6053,2096807,https://www.motherjones.com/kevin-drum/2010/06/global-economy-slow-motion-train-wreck/,sadness,The ... Wreck,motherjones,2010,-1,1,[]
20,6050,2090665,https://www.motherjones.com/kevin-drum/2012/08/chart-day-low-global-demand-oil-probably-points-sluggish-global-economy/,neutral,Chart ... Economy,motherjones,2012,0,1,[]
21,6051,2091303,https://www.motherjones.com/kevin-drum/2012/09/higher-capital-gains-taxes-might-be-actively-good-economy/,neutral,Higher ... Economy,motherjones,2012,0,1,[]
22,6052,2092484,https://www.motherjones.com/kevin-drum/2012/12/revenue-vs-revenue/,neutral,Revenue ... “Revenue”,motherjones,2012,0,1,[]
23,6048,2078999,https://www.motherjones.com/kevin-drum/2013/05/debt-doesnt-cause-low-growth-low-growth-causes-low-growth/,neutral,Debt ... Growth.,motherjones,2013,0,1,[]
24,6049,2079578,https://www.motherjones.com/kevin-drum/2013/07/healthcare-watch-cost-growth-decreasing-employment-growth-remains-steads/,neutral,Healthcare ... Steady,motherjones,2013,0,1,[]
25,6045,2066051,https://www.motherjones.com/kevin-drum/2016/01/yep-economy-really-starting-deliver-higher-earnings/,neutral,"Yep, ... Earnings",motherjones,2016,0,1,[]
26,6046,2068615,https://www.motherjones.com/kevin-drum/2016/07/raw-data-retirement-income-replacement-rates-us-vs-other-rich-countries/,neutral,Raw ... Countries,motherjones,2016,0,1,[]
27,6047,2068929,https://www.motherjones.com/kevin-drum/2016/07/seattle-minimum-wage-experiment-mixed-results-so-far/,neutral,The ... Far,motherjones,2016,0,1,[]
28,563596,11714771,https://www.newyorker.com/books/double-take/taxes-taxes-taxes,neutral,"Taxes, ... Taxes",thenewyorker,2010,0,1,"[{'title': 'December 16, 2010'}]"
29,563595,11686227,https://www.newyorker.com/business/currency/wild-week-stock-markets-global-economy,surprise,A ... Markets,thenewyorker,2014,0,1,"[{'title': 'October 17, 2014'}]"
30,6137,3740877,https://www.thenation.com/article/archive/regional-banks-can-solve-credit-crisis/,neutral,Regional ... Crisis,thenation,2008,0,1,
31,6142,3781524,https://www.thenation.com/article/archive/briefing-dean-baker-boosting-economy-saving-healthcare/,neutral,Briefing: ... Healthcare,thenation,2010,0,1,
32,6141,3776304,https://www.thenation.com/article/archive/progressives-want-stronger-focus-protecting-safety-net/,neutral,Progressives ... Net,thenation,2012,0,1,
33,6139,3754403,https://www.thenation.com/article/archive/support-raising-minimum-wage-grows-call-congress-get-board/,neutral,As ... Board,thenation,2014,0,1,
34,6140,3754510,https://www.thenation.com/article/archive/cbo-report-will-minimum-wage-hike-really-cost-jobs/,neutral,Will ... Jobs?,thenation,2014,0,1,
35,6138,3751849,https://www.thenation.com/article/archive/higher-minimum-wage-could-pump-59-billion-las-economy/,neutral,A ... Economy,thenation,2015,0,1,
36,564179,15128251,https://slate.com/technology/2010/01/ipad-apple-ipad-ipad-tablet-computer-apple-tablet-ipad-video.html,neutral,Slate ... Computing,slate,2010,0,1,"[{'title': '\nJan 19, 20102:59 PM\n'}]"
37,564180,15129252,https://slate.com/business/2010/03/here-s-a-surprise-aig-might-pay-back-170-billion-of-its-182-billion-bailout.html,neutral,It’s ... Time,slate,2010,0,1,"[{'title': '\nMarch 12, 201010:51 AM\n'}]"
38,564178,15123828,https://slate.com/business/2012/12/dividend-taxes-vs-capital-gains-taxes.html,neutral,Dividend ... Taxes,slate,2012,0,1,"[{'title': '\nDec 04, 20123:07 PM\n'}]"
39,564176,15041548,https://slate.com/business/2014/04/amazon-stock-shares-fall-9-percent-after-mixed-first-quarter-earnings-report.html,fear,Slowdown ... Street,slate,2014,-1,1,"[{'title': '\nApril 25, 20141:55 PM\n'}]"
40,564177,15046318,https://slate.com/business/2014/08/dollar-drama-family-dollar-rejects-bid-from-dollar-general-dollar-tree-stock-tanks.html,neutral,Dollar ... Stores,slate,2014,0,1,"[{'title': '\nAug 21, 20142:43 PM\n'}]"
41,564175,15017349,https://slate.com/technology/2018/10/facebook-earnings-call-massive-data-breach-user-growth-revenue-earnings.html,neutral,Even ... Away,slate,2018,0,1,"[{'title': '\nOct 30, 20186:43 PM\n'}]"
42,564242,16914511,https://www.vox.com/2014/1/23/11622656/no-ceo-but-microsoft-q3-earnings-bust-a-move-on-earnings-expectations,neutral,No ... Expectations,vox,2014,0,1,"[{'title': '\n  Jan 23, 2014,  1:10pm EST\n'}]"
43,564243,16915021,https://www.vox.com/2014/2/20/11623740/hp-q1-results-beat-expectations-outlook-improves,joy,HP ... Improves,vox,2014,1,1,"[{'title': '\n  Feb 20, 2014,  1:17pm EST\n'}]"
44,564244,16915023,https://www.vox.com/2014/2/20/11623746/groupon-crushes-q4-estimates-but-mixed-forecast-drags-down-stock,sadness,Groupon ... Stock,vox,2014,-1,1,"[{'title': '\n  Feb 20, 2014,  2:11pm EST\n'}]"
45,564245,16915111,https://www.vox.com/2014/2/24/11623888/musks-solarcity-delays-full-earnings-results-but-revenue-jumps-87,sadness,Musk's ... Percent,vox,2014,-1,1,"[{'title': '\n  Feb 24, 2014,  4:10pm EST\n'}]"
46,564246,16916391,https://www.vox.com/2014/4/23/11625976/apple-earnings-ahead-of-estimates-but-sees-sales-dip-ahead,sadness,Apple ... Ahead,vox,2014,-1,1,"[{'title': '\n  Apr 23, 2014,  2:35pm EDT\n'}]"
47,564247,16916393,https://www.vox.com/2014/4/23/11625970/facebook-posts-earnings-beat-as-mobile-soars-past-1-billion-monthly,neutral,Facebook ... Users,vox,2014,0,1,"[{'title': '\n  Apr 23, 2014,  2:16pm EDT\n'}]"
48,564248,16916690,https://www.vox.com/2014/5/1/11626392/chegg-q1-revenue-jumps-22-percent-on-digital-growth,surprise,Chegg ... Growth,vox,2014,0,1,"[{'title': '\n  May  1, 2014,  4:05pm EDT\n'}]"
49,564249,16916879,https://www.vox.com/2014/5/6/11626552/groupons-q1-beats-expectations-but-outlook-disappoints-again,sadness,Groupon's ... Again,vox,2014,-1,1,"[{'title': '\n  May  6, 2014,  2:27pm EDT\n'}]"
50,564250,16919846,https://www.vox.com/2014/7/24/11629160/pandora-profit-forecast-below-analysts-estimates-shares-fall,sadness,Pandora ... Fall,vox,2014,-1,1,"[{'title': '\n  Jul 24, 2014,  5:49pm EDT\n'}]"
51,564251,16920334,https://www.vox.com/2014/8/5/11629570/report-u-s-firm-says-russian-gang-stole-1-2-billion-net-credentials,sadness,Report: ... Credentials,vox,2014,-1,1,"[{'title': '\n  Aug  5, 2014,  6:10pm EDT\n'}]"
52,564252,16922705,https://www.vox.com/2014/10/3/11631564/htc-q3-profit-beats-estimates-as-cost-cuts-offset-weak-sales,neutral,HTC ... Sales,vox,2014,0,1,"[{'title': '\n  Oct  3, 2014, 12:24pm EDT\n'}]"
53,564253,16923338,https://www.vox.com/2014/10/21/11632126/vmware-forecasts-weak-q4-revenue-shares-fall,sadness,VMware ... Fall,vox,2014,-1,1,"[{'title': '\n  Oct 21, 2014,  6:24pm EDT\n'}]"
54,564254,16924792,https://www.vox.com/2014/11/25/11633276/hp-posts-q4-sales-below-expectations-guidance-weak,neutral,HP ... Weak,vox,2014,0,1,"[{'title': '\n  Nov 25, 2014,  1:29pm EST\n'}]"
55,564230,16901406,https://www.vox.com/2015/1/27/11558164/vmware-q4-revenue-profit-beat-estimates,surprise,VMware ... Estimates,vox,2015,0,1,"[{'title': '\n  Jan 27, 2015,  4:04pm EST\n'}]"
56,564231,16901484,https://www.vox.com/2015/1/29/11558288/alibaba-quarterly-revenue-disappoints-shares-fall,sadness,Alibaba ... Fall,vox,2015,-1,1,"[{'title': '\n  Jan 29, 2015,  5:59am EST\n'}]"
57,564232,16901523,https://www.vox.com/2015/1/29/11558324/google-misses-its-q4-revenue-earnings-numbers,sadness,Google ... That,vox,2015,-1,1,"[{'title': '\n  Jan 29, 2015,  1:08pm EST\n'}]"
58,564233,16902488,https://www.vox.com/2015/2/24/11559364/hp-q1-revenue-falls-short-currency-woes-hammer-outlook,neutral,Hewlett-Packard ... Outlook,vox,2015,0,1,"[{'title': '\n  Feb 24, 2015,  1:22pm EST\n'}]"
59,564234,16903217,https://www.vox.com/2015/3/12/11560152/intel-lowers-q1-revenue-outlook-on-weak-pc-sales-currency-effects,sadness,Intel ... Effects,vox,2015,-1,1,"[{'title': '\n  Mar 12, 2015,  8:28am EDT\n'}]"
60,564235,16904122,https://www.vox.com/2015/4/6/11561180/samsung-q1-operating-profit-guidance-beats-estimates,surprise,Samsung ... Estimates,vox,2015,0,1,"[{'title': '\n  Apr  6, 2015,  6:12pm EDT\n'}]"
61,564236,16904773,https://www.vox.com/2015/4/23/11561832/microsoft-sales-earnings-top-estimates-despite-strong-dollar,neutral,Microsoft ... Weakness,vox,2015,0,1,"[{'title': '\n  Apr 23, 2015,  2:22pm EDT\n'}]"
62,564237,16905045,https://www.vox.com/2015/4/29/11562042/yelp-forecasts-revenue-below-estimates-shares-tumble,sadness,Yelp ... Tumble,vox,2015,-1,1,"[{'title': '\n  Apr 29, 2015,  5:33pm EDT\n'}]"
63,564238,16908616,https://www.vox.com/2015/7/28/11615174/akamai-forecasts-revenue-profit-below-estimates-shares-sink,sadness,Akamai ... Sink,vox,2015,-1,1,"[{'title': '\n  Jul 28, 2015,  6:38pm EDT\n'}]"
64,564239,16908712,https://www.vox.com/2015/7/30/11615212/sony-q1-operating-profit-rises-39-percent-beats-estimates,joy,Sony ... Sales,vox,2015,1,1,"[{'title': '\n  Jul 30, 2015,  3:13am EDT\n'}]"
65,564240,16908889,https://www.vox.com/2015/8/5/11615382/godaddy-forecasts-current-quarter-revenue-below-estimates,neutral,GoDaddy ... Estimates,vox,2015,0,1,"[{'title': '\n  Aug  5, 2015,  5:27pm EDT\n'}]"
66,564241,16912554,https://www.vox.com/2015/11/12/11620622/cisco-falls-on-mixed-q1-results-weak-outlook,sadness,Cisco ... Outlook,vox,2015,-1,1,"[{'title': '\n  Nov 12, 2015,  1:22pm EST\n'}]"
67,564255,16926527,https://www.vox.com/2016/1/13/11588774/gopro-issues-weak-q4-revenue-estimates-plans-to-cut-7-percent-of,sadness,GoPro ... Workforce,vox,2016,-1,1,"[{'title': '\n  Jan 13, 2016,  1:37pm EST\n'}]"
68,564256,16926931,https://www.vox.com/2016/1/24/11589018/capital-gains-jd-com-raises-a-billion-gawker-media-adds-outside-cash,joy,Capital ... Cash,vox,2016,1,1,"[{'title': '\n  Jan 24, 2016,  3:13pm EST\n'}]"
69,564257,16928908,https://www.vox.com/2016/3/9/11586826/square-posts-mixed-q4-results-but-promise-of-future-profits-boosts,neutral,Square ... Stock,vox,2016,0,1,"[{'title': '\n  Mar  9, 2016,  2:10pm EST\n'}]"
70,564258,16930318,https://www.vox.com/2016/4/18/11586224/ibm-earnings-beat-street-guidance-shares-fall,neutral,IBM ... Fall,vox,2016,0,1,"[{'title': '\n  Apr 18, 2016,  3:30pm EDT\n'}]"
71,564259,16930696,https://www.vox.com/2016/4/27/11586472/facebook-mobile-79-percent-first-quarter-earnings,neutral,Facebook ... business,vox,2016,0,1,"[{'title': '\n  Apr 27, 2016,  2:04pm EDT\n'}]"
72,564260,16930773,https://www.vox.com/2016/4/28/11586512/amazon-q1-2016-earnings-results-beat-estimates,surprise,Amazon ... quarter,vox,2016,0,1,"[{'title': '\n  Apr 28, 2016,  2:26pm EDT\n'}]"
73,564261,16933443,https://www.vox.com/2016/7/10/12142124/capital-gains-uber-first-billion-loan-german-warby-parker,joy,Capital ... global,vox,2016,1,1,"[{'title': '\n  Jul 10, 2016,  4:45pm EDT\n'}]"
74,564262,16937491,https://www.vox.com/2016/11/2/13503876/facebook-revenue-growth-problem-earnings-q3,sadness,Facebook ... year,vox,2016,-1,1,"[{'title': '\n  Nov  2, 2016,  6:30pm EDT\n'}]"
75,564263,16940338,https://www.vox.com/2017/1/31/14446398/apple-quarterly-earnings-report-growth-return-iphone-services,neutral,Apple ... like?,vox,2017,0,1,"[{'title': '\n  Jan 31, 2017,  6:30am EST\n'}]"
76,564264,16940408,https://www.vox.com/2017/2/1/14476836/facebook-earnings-q4-2016-revenue-growth,neutral,Facebook’s ... expected,vox,2017,0,1,"[{'title': '\n  Feb  1, 2017,  4:07pm EST\n'}]"
77,564265,16943263,https://www.vox.com/2017/4/27/15451726/amazon-q1-2017-earnings-profits-net-income-cash-flow-chart,neutral,Amazon ... quarter,vox,2017,0,1,"[{'title': '\n  Apr 27, 2017,  5:24pm EDT\n'}]"
78,564266,16943437,https://www.vox.com/2017/5/2/15512552/facebook-q1-earnings-preview-2017-revenue-growth,neutral,Facebook ... 2017.,vox,2017,0,1,"[{'title': '\n  May  2, 2017,  9:24am EDT\n'}]"
79,564267,16943501,https://www.vox.com/2017/5/3/15523268/apple-services-business-revenue-growth,neutral,Why ... valuable,vox,2017,0,1,"[{'title': '\n  May  3, 2017,  6:00am EDT\n'}]"
80,564268,16943851,https://www.vox.com/2017/5/13/15632996/snap-snapchat-evan-spiegel-wall-street-stock-earnings-revenue-growth-update,sadness,Three ... week,vox,2017,-1,1,"[{'title': '\n  May 13, 2017, 10:00am EDT\n'}]"
81,564269,16946446,https://www.vox.com/2017/7/24/16020840/alphabet-google-business-stock-earnings-growth-cloud-revenue-profits-q2-2017,neutral,Google ... faster,vox,2017,0,1,"[{'title': '\n  Jul 24, 2017,  5:22pm EDT\n'}]"
82,564270,16946597,https://www.vox.com/2017/7/27/16050956/twitter-daily-user-growth-dau-mau-stock-q2-earnings,joy,The ... numbers,vox,2017,1,1,"[{'title': '\n  Jul 27, 2017,  1:20pm EDT\n'}]"
83,564271,16946944,https://www.vox.com/2017/8/7/16098798/snap-facebook-revenue-chart-growth-arpu-earnings,neutral,One ... users,vox,2017,0,1,"[{'title': '\n  Aug  7, 2017,  9:15am EDT\n'}]"
84,564272,16947768,https://www.vox.com/2017/9/1/16244452/roku-ipo-s1-platform-revenue-profit-growth-streaming-hardware,neutral,Roku’s ... hardware,vox,2017,0,1,"[{'title': '\n  Sep  1, 2017,  6:50pm EDT\n'}]"
85,564211,16890511,https://www.vox.com/2018/2/2/16962090/apple-earnings-amazon-ai-alphabet-google-cloud-cbs-viacom-merger-shari-redstone-buzzfeed-monopoly,joy,Recode ... money,vox,2018,1,1,"[{'title': '\n  Feb  2, 2018,  9:18am EST\n'}]"
86,564212,16890545,https://www.vox.com/2018/2/5/16975008/snap-snapchat-q4-2018-earnings-preview-revenue-user-growth-evan-spiegel,neutral,Snap ... narrative.,vox,2018,0,1,"[{'title': '\n  Feb  5, 2018,  4:40pm EST\n'}]"
87,564213,16890571,https://www.vox.com/2018/2/6/16978556/netflix-amazon-tesla-facebook-google-stock-market-perform-dow-s-p-500-chart,neutral,"Netflix, ... year",vox,2018,0,1,"[{'title': '\n  Feb  6, 2018, 10:47am EST\n'}]"
88,564214,16890597,https://www.vox.com/2018/2/6/16976634/stock-market-dowjones-jerome-powell-fed-reserve-earnings-snap-disney-uber-waymo-trial-intel-vaunt,fear,Recode ... plunge,vox,2018,-1,1,"[{'title': '\n  Feb  6, 2018,  9:20am EST\n'}]"
89,564215,16890659,https://www.vox.com/2018/2/8/16991140/twitter-profit-q4-2018-earnings-revenue-cuts,neutral,Twitter ... business,vox,2018,0,1,"[{'title': '\n  Feb  8, 2018,  1:25pm EST\n'}]"
90,564216,16890666,https://www.vox.com/2018/2/8/16989160/twitter-earnings-profit-anthony-noto-snapchat-pelosi-damore-google-uber-kalanick-barlow-eff,surprise,Recode ... Q4,vox,2018,0,1,"[{'title': '\n  Feb  8, 2018,  8:40am EST\n'}]"
91,564217,16891379,https://www.vox.com/2018/3/2/16841754/walmart-target-amazon-fresh-grocery-prices-basket-savings-app,anger,"Amazon, ... price",vox,2018,-1,1,"[{'title': '\n  Mar  2, 2018,  6:00am EST\n'}]"
92,564218,16891783,https://www.vox.com/2018/3/15/17124300/google-amazon-microsoft-cloud-200-percent-jump-data-center-acquisitions,neutral,"Google, ... year",vox,2018,0,1,"[{'title': '\n  Mar 15, 2018,  1:20pm EDT\n'}]"
93,564219,16892949,https://www.vox.com/2018/4/23/17270868/google-alphabet-q1-earnings-preview-privacy-regulation-cambridge-analytica,neutral,What ... out.,vox,2018,0,1,"[{'title': '\n  Apr 23, 2018, 12:19pm EDT\n'}]"
94,564220,16892966,https://www.vox.com/2018/4/24/17271698/twitter-twtr-q1-earnings-preview-2018-profit-growth-jack-dorsey,neutral,Twitter’s ... value,vox,2018,0,1,"[{'title': '\n  Apr 24, 2018,  6:30am EDT\n'}]"
95,564221,16892968,https://www.vox.com/2018/4/23/17272756/google-alphabet-nest-q1-earnings-2018-revenue-operating-loss,neutral,We ... makes,vox,2018,0,1,"[{'title': '\n  Apr 23, 2018,  8:39pm EDT\n'}]"
96,564222,16892980,https://www.vox.com/2018/4/24/17273716/alphabet-q1-earnings-google-youtube-nest-facebook-content-twitter-stock-uber-didi-oliver-hannity,surprise,Recode ... report,vox,2018,0,1,"[{'title': '\n  Apr 24, 2018,  9:29am EDT\n'}]"
97,564223,16893001,https://www.vox.com/2018/4/25/17281500/facebook-fb-mark-zuckerberg-earnings-q1-2018-revenue-stock,joy,Facebook ... booming,vox,2018,1,1,"[{'title': '\n  Apr 25, 2018,  4:23pm EDT\n'}]"
98,564224,16893049,https://www.vox.com/2018/4/26/17286316/amazon-jeff-bezos-amzn-q1-earnings-revenue-stock-aws-advertising,neutral,Amazon’s ... dominance,vox,2018,0,1,"[{'title': '\n  Apr 26, 2018,  6:55pm EDT\n'}]"
99,564225,16893180,https://www.vox.com/2018/5/1/17306868/snap-earnings-q1-2018-user-growth-redesign,sadness,Snapchat’s ... growth,vox,2018,-1,1,"[{'title': '\n  May  1, 2018,  4:35pm EDT\n'}]"
100,564226,16893249,https://www.vox.com/2018/5/2/17312236/spotify-daniel-ek-spot-q1-revenue-subscribers-earnings-stock,disgust,Wall ... report,vox,2018,-1,1,"[{'title': '\n  May  2, 2018,  4:17pm EDT\n'}]"
101,564227,16895830,https://www.vox.com/2018/7/27/17622718/facebooks-stock-drop-tech-industry-google-market-value,sadness,Facebook’s ... Google,vox,2018,-1,1,"[{'title': '\n  Jul 27, 2018,  4:21pm EDT\n'}]"
102,564228,16896289,https://www.vox.com/2018/8/15/17694914/uber-q2-financial-results-bikes-scooters-revenue-growth,neutral,Uber ... bikes,vox,2018,0,1,"[{'title': '\n  Aug 15, 2018,  7:00pm EDT\n'}]"
103,564229,16898919,https://www.vox.com/2018/11/6/18064976/arkansas-election-results-issue-5-minimum-wage-results,neutral,Voters ... raise,vox,2018,0,1,"[{'title': '\n  Nov  6, 2018, 11:36pm EST\n'}]"
104,563634,12501525,https://www.nytimes.com/2000/01/04/business/the-markets-bonds-treasury-prices-fall-amid-concern-fed-will-raise-rates.html,fear,THE ... Rates,nyt,2000,-1,1,
105,563635,12502053,https://www.nytimes.com/2000/01/06/business/markets-market-place-amazon-stock-falls-less-than-spectacular-revenue-forecast.html,joy,THE ... Forecast,nyt,2000,1,1,
106,563636,12502054,https://www.nytimes.com/2000/01/06/business/the-markets-stocks-bonds-dow-gains-124-points-ending-slide-treasury-prices-fall.html,sadness,THE ... Fall,nyt,2000,-1,1,
107,563637,12506895,https://www.nytimes.com/2000/01/27/business/the-markets-stocks-dow-ends-mixed-as-investors-shift-to-financial-companies.html,neutral,THE ... Companies,nyt,2000,0,1,
108,563638,12507403,https://www.nytimes.com/2000/01/29/business/markets-stocks-bonds-markets-shaken-economic-statistics-fan-inflation-fears.html,fear,THE ... Fears,nyt,2000,-1,1,
109,563639,12516752,https://www.nytimes.com/2000/03/09/business/markets-stocks-bonds-shares-rebound-oil-prices-fears-inflation-ease.html,fear,THE ... Ease,nyt,2000,-1,1,
110,563640,12518193,https://www.nytimes.com/2000/03/15/business/markets-stocks-bonds-call-for-sharing-research-causes-gene-stocks-plunge.html,neutral,THE ... Plunge,nyt,2000,0,1,
111,563641,12525564,https://www.nytimes.com/2000/04/15/business/markets-stocks-stock-market-steep-drop-worried-investors-flee-nasdaq-has-its.html,anger,THE ... WEEK,nyt,2000,-1,1,
112,563642,12526272,https://www.nytimes.com/2000/04/18/business/the-markets-stocks-bonds-us-stocks-rally-after-prices-slide-in-global-markets.html,neutral,THE ... MARKETS,nyt,2000,0,1,
113,563643,12528361,https://www.nytimes.com/2000/04/27/business/markets-stocks-bonds-investors-retreat-fearing-release-inflationary-data.html,fear,THE ... Data,nyt,2000,-1,1,
114,563644,12533208,https://www.nytimes.com/2000/05/18/business/the-markets-stocks-shares-fall-on-profit-taking-and-the-fed-s-rate-warning.html,sadness,THE ... Warning,nyt,2000,-1,1,
115,563645,12533693,https://www.nytimes.com/2000/05/20/business/markets-stocks-bonds-stock-prices-fall-fears-more-interest-rate-increases-grow.html,fear,THE ... Grow,nyt,2000,-1,1,
116,563646,12537776,https://www.nytimes.com/2000/06/06/business/the-markets-stocks-share-prices-mixed-as-investors-pause-over-recent-gains.html,neutral,THE ... Gains,nyt,2000,0,1,
117,563647,12538482,https://www.nytimes.com/2000/06/09/business/the-markets-stocks-bonds-share-prices-retreat-over-corporate-earnings-concerns.html,fear,THE ... Concerns,nyt,2000,-1,1,
118,563648,12541452,https://www.nytimes.com/2000/06/22/business/markets-stocks-bonds-shares-rise-microsoft-rallies-delay-restrictions.html,neutral,THE ... Restrictions,nyt,2000,0,1,
119,563649,12541664,https://www.nytimes.com/2000/06/23/business/the-markets-stocks-bonds-shares-fall-as-investors-speculate-about-rate-increase.html,fear,THE ... Increase,nyt,2000,-1,1,
120,563650,12545626,https://www.nytimes.com/2000/07/11/business/markets-stocks-share-prices-end-mixed-earnings-season-begins-dow-manages-rise.html,sadness,THE ... Retrenches,nyt,2000,-1,1,
121,563651,12548028,https://www.nytimes.com/2000/07/22/business/markets-stocks-bonds-share-prices-fall-investors-consider-quarterly-reports.html,neutral,THE ... Reports,nyt,2000,0,1,
122,563652,12552591,https://www.nytimes.com/2000/08/12/business/the-markets-stocks-bonds-share-prices-post-gains-on-encouraging-economic-data.html,neutral,THE ... Data,nyt,2000,0,1,
123,563653,12560474,https://www.nytimes.com/2000/09/16/business/the-markets-stocks-bonds-stocks-tumble-as-oil-prices-rise-and-oracle-disappoints.html,sadness,THE ... Disappoints,nyt,2000,-1,1,
