,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,url,emotion,headline,source,yr,sentiment,rel,short_title,full_title,neg_full,neu_full,pos_full,our_sentiment,agreement,time,url_regex,url_regex1,url_time,url_time1,has_date,month,has_headline,headline_regex
26655,26655,5843,1671914,https://www.wsj.com/articles/indian-shares-end-slightly-higher-1377521925?tesla=y,neutral,Indian ... Higher,wsj,2013,0,1,,,0.0,0.0,0.0,0,0,,,,,2013-08-26,1,8.0,0,indian shares end slightly higher 1377521925?tesla=y
26656,26656,5844,1672044,https://www.wsj.com/articles/tiffany-earnings-jeweler-raises-outlook-as-margins-widen-1377607042?tesla=y,neutral,Tiffany ... Widen,wsj,2013,0,1,,,0.0,0.0,0.0,0,0,,,,,2013-08-27,1,8.0,0,tiffany earnings jeweler raises outlook as margins widen 1377607042?tesla=y
26657,26657,5845,1672051,https://www.wsj.com/articles/australian-miners-cut-dividends-as-commodity-prices-fall-1377598894?tesla=y,neutral,Australian ... Fall,wsj,2013,0,1,,,0.0,0.0,0.0,0,0,,,,,2013-08-27,1,8.0,0,australian miners cut dividends as commodity prices fall 1377598894?tesla=y
26658,26658,5846,1672138,https://www.wsj.com/articles/woolworths-forecasts-higher-profit-1377684714?tesla=y,joy,Woolworths ... Profit,wsj,2013,1,1,,,0.0,0.0,0.0,0,0,,,,,2013-08-28,1,8.0,0,woolworths forecasts higher profit 1377684714?tesla=y
26659,26659,5847,1672150,https://www.wsj.com/articles/brownforman-earnings-higher-costs-offset-revenue-rise-1377695010?tesla=y,neutral,Brown-Forman ... Rise,wsj,2013,0,1,,,0.0,0.0,0.0,0,0,,,,,2013-08-28,1,8.0,0,brownforman earnings higher costs offset revenue rise 1377695010?tesla=y
26660,26660,5848,1672274,https://www.wsj.com/articles/rongsheng-earnings-shipbuilders-cash-position-weakens-1377703071?tesla=y,sadness,Rongsheng ... Weakens,wsj,2013,-1,1,,,0.0,0.0,0.0,0,0,,,,,2013-08-28,1,8.0,0,rongsheng earnings shipbuilders cash position weakens 1377703071?tesla=y
26661,26661,5849,1672312,https://www.wsj.com/articles/indian-rupee-shares-gain-after-central-bank-move-1377753788?tesla=y,neutral,Rupee ... Strength,wsj,2013,0,1,,,0.0,0.0,0.0,0,0,,,,,2013-08-29,1,8.0,0,indian rupee shares gain after central bank move 1377753788?tesla=y
26662,26662,5850,1672326,https://www.wsj.com/articles/rbc-posts-higher-profit-hikes-dividend-1377780992?tesla=y,joy,RBC ... Dividend,wsj,2013,1,1,,,0.0,0.0,0.0,0,0,,,,,2013-08-29,1,8.0,0,rbc posts higher profit hikes dividend 1377780992?tesla=y
26663,26663,5851,1672482,https://www.wsj.com/articles/greek-banks-post-mixed-secondquarter-results-1377886611?tesla=y,sadness,Greek ... Results,wsj,2013,-1,1,,,0.0,0.0,0.0,0,0,,,,,2013-08-30,1,8.0,0,greek banks post mixed secondquarter results 1377886611?tesla=y
26664,26664,5852,1672560,https://www.wsj.com/articles/indian-shares-end-higher-rupee-gains-1377870930?tesla=y,neutral,Indian ... Gains,wsj,2013,0,1,,,0.0,0.0,0.0,0,0,,,,,2013-08-30,1,8.0,0,indian shares end higher rupee gains 1377870930?tesla=y
26665,26665,5853,1672750,https://www.wsj.com/articles/indian-shares-end-higher-rupee-weakens-1378122396?tesla=y,neutral,Indian ... Weakens,wsj,2013,0,1,,,0.0,0.0,0.0,0,0,,,,,2013-09-02,1,9.0,0,indian shares end higher rupee weakens 1378122396?tesla=y
26666,26666,5854,1672781,https://www.wsj.com/articles/euro-zone-grows-stronger-bonds-1378127074?tesla=y,neutral,Euro ... Bonds,wsj,2013,0,1,,,0.0,0.0,0.0,0,0,,,,,2013-09-02,1,9.0,0,euro zone grows stronger bonds 1378127074?tesla=y
26667,26667,5855,1672881,https://www.wsj.com/articles/norway-oil-minister-proposes-carving-out-realestate-fund-from-750-billion-oil-fund-1378232085?tesla=y,neutral,Norway ... Fund,wsj,2013,0,1,,,0.0,0.0,0.0,0,0,,,,,2013-09-03,1,9.0,0,norway oil minister proposes carving out realestate fund from 750 billion oil fund 1378232085?tesla=y
26668,26668,5856,1672975,https://www.wsj.com/articles/us-stock-futures-up-ahead-of-ism-microsoft-in-focus-1378205127?tesla=y,neutral,Stocks ... Higher,wsj,2013,0,1,,,0.0,0.0,0.0,0,0,,,,,2013-09-03,1,9.0,0,us stock futures up ahead of ism microsoft in focus 1378205127?tesla=y
26669,26669,5857,1673066,https://www.wsj.com/articles/dollar-general-earnings-profit-rises-15-on-strong-sales-1378297500?tesla=y,neutral,Trading ... General,wsj,2013,0,1,,,0.0,0.0,0.0,0,0,,,,,2013-09-04,1,9.0,0,dollar general earnings profit rises 15 on strong sales 1378297500?tesla=y
26670,26670,5858,1673085,https://www.wsj.com/articles/jumbo-mortgage-rates-fall-below-traditional-ones-1378338068?tesla=y,neutral,Jumbo' ... Ones,wsj,2013,0,1,,,0.0,0.0,0.0,0,0,,,,,2013-09-04,1,9.0,0,jumbo mortgage rates fall below traditional ones 1378338068?tesla=y
26671,26671,5859,1673488,https://www.wsj.com/articles/smithfield-foods-earnings-weak-exports-take-toll-1378477450?tesla=y,neutral,U.S. ... Takeover,wsj,2013,0,1,,,0.0,0.0,0.0,0,0,,,,,2013-09-06,1,9.0,0,smithfield foods earnings weak exports take toll 1378477450?tesla=y
26672,26672,5860,1673571,https://www.wsj.com/articles/estate-plans-shift-focus-to-income-taxes-1378474819?tesla=y,neutral,Estate ... Taxes,wsj,2013,0,1,,,0.0,0.0,0.0,0,0,,,,,2013-09-06,1,9.0,0,estate plans shift focus to income taxes 1378474819?tesla=y
26673,26673,5861,1673796,https://www.wsj.com/articles/tokyo-stocks-surge-leading-asian-shares-higher-1378691240?tesla=y,neutral,"Shanghai, ... Rally",wsj,2013,0,1,,,0.0,0.0,0.0,0,0,,,,,2013-09-09,1,9.0,0,tokyo stocks surge leading asian shares higher 1378691240?tesla=y
26674,26674,5862,1674400,https://www.wsj.com/articles/us-bancorp-cuts-growth-forecast-as-mortgages-slow-1379016613?tesla=y,sadness,U.S. ... Slow,wsj,2013,-1,1,,,0.0,0.0,0.0,0,0,,,,,2013-09-12,1,9.0,0,us bancorp cuts growth forecast as mortgages slow 1379016613?tesla=y
26675,26675,5863,1674435,https://www.wsj.com/articles/kroger-earnings-sales-growth-continues-1378995943?tesla=y,neutral,Kroger ... Continues,wsj,2013,0,1,,,0.0,0.0,0.0,0,0,,,,,2013-09-12,1,9.0,0,kroger earnings sales growth continues 1378995943?tesla=y
26676,26676,5864,1674505,https://www.wsj.com/articles/lululemon-earnings-yogagear-maker-cuts-outlook-1378988257?tesla=y,sadness,Lululemon ... Recall,wsj,2013,-1,1,,,0.0,0.0,0.0,0,0,,,,,2013-09-12,1,9.0,0,lululemon earnings yogagear maker cuts outlook 1378988257?tesla=y
26677,26677,5865,1674506,https://www.wsj.com/articles/global-derivatives-rules-fall-short-fed-official-1379004305?tesla=y,neutral,Global ... Official,wsj,2013,0,1,,,0.0,0.0,0.0,0,0,,,,,2013-09-12,1,9.0,0,global derivatives rules fall short fed official 1379004305?tesla=y
26678,26678,5866,1674829,https://www.wsj.com/articles/stock-futures-get-asia-lift-ahead-of-retail-sales-1376389067?tesla=y,neutral,Stocks ... Wheels,wsj,2013,0,1,,,0.0,0.0,0.0,0,0,,,,,2013-08-13,1,8.0,0,stock futures get asia lift ahead of retail sales 1376389067?tesla=y
26679,26679,5867,1675034,https://www.wsj.com/articles/summerss-fed-withdrawal-shakes-up-global-markets-1379318777?tesla=y,joy,Summers's ... Markets,wsj,2013,1,1,,,0.0,0.0,0.0,0,0,,,,,2013-09-16,1,9.0,0,summerss fed withdrawal shakes up global markets 1379318777?tesla=y
26680,26680,5868,1675093,https://www.wsj.com/articles/microsoft-boosts-dividend-sets-40-billion-share-buyback-1379424328?tesla=y,neutral,Microsoft ... Buyback,wsj,2013,0,1,,,0.0,0.0,0.0,0,0,,,,,2013-09-17,1,9.0,0,microsoft boosts dividend sets 40 billion share buyback 1379424328?tesla=y
26681,26681,5869,1675115,https://www.wsj.com/articles/microsoft-buys-back-earnings-growth-1379445968?tesla=y,neutral,Microsoft ... Growth,wsj,2013,0,1,,,0.0,0.0,0.0,0,0,,,,,2013-09-17,1,9.0,0,microsoft buys back earnings growth 1379445968?tesla=y
26682,26682,5870,1675199,https://www.wsj.com/articles/investors-sell-dollar-ahead-of-fed-taper-decision-1379439242?tesla=y,fear,Investors ... Decision,wsj,2013,-1,1,,,0.0,0.0,0.0,0,0,,,,,2013-09-17,1,9.0,0,investors sell dollar ahead of fed taper decision 1379439242?tesla=y
26683,26683,5871,1675208,https://www.wsj.com/articles/asian-shares-fall-ahead-of-fed-meeting-1379382012?tesla=y,neutral,Asian ... Meeting,wsj,2013,0,1,,,0.0,0.0,0.0,0,0,,,,,2013-09-17,1,9.0,0,asian shares fall ahead of fed meeting 1379382012?tesla=y
26684,26684,5872,1675231,https://www.wsj.com/articles/indian-shares-end-higher-ahead-of-fed-meeting-1379419851?tesla=y,neutral,Indian ... Meeting,wsj,2013,0,1,,,0.0,0.0,0.0,0,0,,,,,2013-09-17,1,9.0,0,indian shares end higher ahead of fed meeting 1379419851?tesla=y
26685,26685,5873,1675239,https://www.wsj.com/articles/treasury-prices-rise-ahead-of-expected-fed-taper-1379440159?tesla=y,neutral,Treasury ... Taper,wsj,2013,0,1,,,0.0,0.0,0.0,0,0,,,,,2013-09-17,1,9.0,0,treasury prices rise ahead of expected fed taper 1379440159?tesla=y
26686,26686,5874,1675367,https://www.wsj.com/articles/asian-shares-mostly-lower-ahead-of-fed-announcement-1379472409?tesla=y,neutral,Asian ... Announcement,wsj,2013,0,1,,,0.0,0.0,0.0,0,0,,,,,2013-09-18,1,9.0,0,asian shares mostly lower ahead of fed announcement 1379472409?tesla=y
26687,26687,5875,1675374,https://www.wsj.com/articles/general-mills-earnings-profit-slips-amid-yearearlier-gain-1379504909?tesla=y,neutral,General ... Gain,wsj,2013,0,1,,,0.0,0.0,0.0,0,0,,,,,2013-09-18,1,9.0,0,general mills earnings profit slips amid yearearlier gain 1379504909?tesla=y
26688,26688,5876,1675475,https://www.wsj.com/articles/fedex-earnings-profit-up-65-on-higher-margins-groundshipping-strength-1379506057?tesla=y,joy,FedEx ... Grow,wsj,2013,1,1,,,0.0,0.0,0.0,0,0,,,,,2013-09-18,1,9.0,0,fedex earnings profit up 65 on higher margins groundshipping strength 1379506057?tesla=y
26689,26689,5877,1675488,https://www.wsj.com/articles/us-stock-futures-edge-higher-before-fed-decision-1379502137?tesla=y,neutral,Stocks ... Statement,wsj,2013,0,1,,,0.0,0.0,0.0,0,0,,,,,2013-09-18,1,9.0,0,us stock futures edge higher before fed decision 1379502137?tesla=y
26690,26690,5878,1675495,https://www.wsj.com/articles/cooper-tires-proposed-sale-to-indian-rival-losing-air-1379629503?tesla=y,neutral,Cooper ... Air,wsj,2013,0,1,,,0.0,0.0,0.0,0,0,,,,,2013-09-19,1,9.0,0,cooper tires proposed sale to indian rival losing air 1379629503?tesla=y
26691,26691,5879,1675551,https://www.wsj.com/articles/irish-economy-returns-to-growth-1379587585?tesla=y,neutral,Irish ... Growth,wsj,2013,0,1,,,0.0,0.0,0.0,0,0,,,,,2013-09-19,1,9.0,0,irish economy returns to growth 1379587585?tesla=y
26692,26692,5880,1675555,https://www.wsj.com/articles/indias-ongc-and-shell-buy-brazil-oil-field-stake-blocking-a-sinochem-bid-1379591783?tesla=y,neutral,India's ... Stake,wsj,2013,0,1,,,0.0,0.0,0.0,0,0,,,,,2013-09-19,1,9.0,0,indias ongc and shell buy brazil oil field stake blocking a sinochem bid 1379591783?tesla=y
26693,26693,5881,1675560,https://www.wsj.com/articles/rite-aid-earnings-drugstore-chain-lifts-outlook-1379592394?tesla=y,neutral,Rite ... Outlook,wsj,2013,0,1,,,0.0,0.0,0.0,0,0,,,,,2013-09-19,1,9.0,0,rite aid earnings drugstore chain lifts outlook 1379592394?tesla=y
26694,26694,5882,1675562,https://www.wsj.com/articles/conagra-earnings-profit-drops-42-on-consumer-unit-weakness-1379593156?tesla=y,sadness,ConAgra ... Weakness,wsj,2013,-1,1,,,0.0,0.0,0.0,0,0,,,,,2013-09-19,1,9.0,0,conagra earnings profit drops 42 on consumer unit weakness 1379593156?tesla=y
26695,26695,5883,1675737,https://www.wsj.com/articles/canada-posts-soft-august-inflation-data-1379683250?tesla=y,neutral,Canada ... Data,wsj,2013,0,1,,,0.0,0.0,0.0,0,0,,,,,2013-09-20,1,9.0,0,canada posts soft august inflation data 1379683250?tesla=y
26696,26696,5884,1675869,https://www.wsj.com/articles/global-stocks-bonds-surge-on-fed-surprise-1379577675?tesla=y,surprise,A ... Fret,wsj,2013,0,1,,,0.0,0.0,0.0,0,0,,,,,2013-09-20,1,9.0,0,global stocks bonds surge on fed surprise 1379577675?tesla=y
26697,26697,5885,1675881,https://www.wsj.com/articles/fitch-cuts-india-growth-forecast-1379667352?tesla=y,neutral,Fitch ... Forecast,wsj,2013,0,1,,,0.0,0.0,0.0,0,0,,,,,2013-09-20,1,9.0,0,fitch cuts india growth forecast 1379667352?tesla=y
26698,26698,5886,1675886,https://www.wsj.com/articles/indian-shares-drop-as-central-bank-surprises-markets-with-rate-increase-1379674014?tesla=y,surprise,Indian ... Increase,wsj,2013,0,1,,,0.0,0.0,0.0,0,0,,,,,2013-09-20,1,9.0,0,indian shares drop as central bank surprises markets with rate increase 1379674014?tesla=y
26699,26699,5887,1676066,https://www.wsj.com/articles/dollar-edges-higher-against-euro-1379958287?tesla=y,neutral,Dollar ... Rivals,wsj,2013,0,1,,,0.0,0.0,0.0,0,0,,,,,2013-09-23,1,9.0,0,dollar edges higher against euro 1379958287?tesla=y
26700,26700,5888,1676711,https://www.wsj.com/articles/irish-property-prices-rise-signaling-possible-rebound-for-economy-1380200329?tesla=y,neutral,Irish ... Economy,wsj,2013,0,1,,,0.0,0.0,0.0,0,0,,,,,2013-09-26,1,9.0,0,irish property prices rise signaling possible rebound for economy 1380200329?tesla=y
26701,26701,5889,1677150,https://www.wsj.com/articles/healthcare-overhaul-pushes-small-firms-to-lock-in-lower-rates-1380583363?tesla=y,neutral,Health-Care ... Rates,wsj,2013,0,1,,,0.0,0.0,0.0,0,0,,,,,2013-09-30,1,9.0,0,healthcare overhaul pushes small firms to lock in lower rates 1380583363?tesla=y
26702,26702,5890,1677485,https://www.wsj.com/articles/adb-cuts-developing-asia-growth-forecasts-1380679864?tesla=y,neutral,ADB ... Forecasts,wsj,2013,0,1,,,0.0,0.0,0.0,0,0,,,,,2013-10-01,1,10.0,0,adb cuts developing asia growth forecasts 1380679864?tesla=y
26703,26703,5891,1677510,https://www.wsj.com/articles/weak-trading-mortgage-slump-legal-costs-to-cut-results-at-banks-1380671799?tesla=y,neutral,Weak ... Banks,wsj,2013,0,1,,,0.0,0.0,0.0,0,0,,,,,2013-10-01,1,10.0,0,weak trading mortgage slump legal costs to cut results at banks 1380671799?tesla=y
26704,26704,5892,1677583,https://www.wsj.com/articles/ecb-leaves-rates-unchanged-1380714454?tesla=y,fear,Draghi ... Risk,wsj,2013,-1,1,,,0.0,0.0,0.0,0,0,,,,,2013-10-02,1,10.0,0,ecb leaves rates unchanged 1380714454?tesla=y
26705,26705,5893,1677727,https://www.wsj.com/articles/companies-rush-to-lower-earnings-barcompanies-rush-to-lower-earnings-bar-1380832246?tesla=y,neutral,Companies ... Bar,wsj,2013,0,1,,,0.0,0.0,0.0,0,0,,,,,2013-10-03,1,10.0,0,companies rush to lower earnings barcompanies rush to lower earnings bar 1380832246?tesla=y
26706,26706,5894,1677967,https://www.wsj.com/articles/htc-posts-quarterly-net-loss-1380871494?tesla=y,sadness,HTC ... Loss,wsj,2013,-1,1,,,0.0,0.0,0.0,0,0,,,,,2013-10-04,1,10.0,0,htc posts quarterly net loss 1380871494?tesla=y
26707,26707,5895,1678076,https://www.wsj.com/articles/levi-strauss-3rdquarter-net-doubles-on-higher-sales-update-1380918818?tesla=y,joy,Levi ... Sales,wsj,2013,1,1,,,0.0,0.0,0.0,0,0,,,,,2013-10-04,1,10.0,0,levi strauss 3rdquarter net doubles on higher sales update 1380918818?tesla=y
26708,26708,5896,1678078,https://www.wsj.com/articles/mw-dollar-rebounds-against-euro-ahead-of-fed-talk-1380896936?tesla=y,neutral,Dollar ... Back,wsj,2013,0,1,,,0.0,0.0,0.0,0,0,,,,,2013-10-04,1,10.0,0,mw dollar rebounds against euro ahead of fed talk 1380896936?tesla=y
26709,26709,5897,1678505,https://www.wsj.com/articles/imf-cuts-global-growth-outlook-1381237996?tesla=y,sadness,IMF's ... Widens,wsj,2013,-1,1,,,0.0,0.0,0.0,0,0,,,,,2013-10-08,1,10.0,0,imf cuts global growth outlook 1381237996?tesla=y
26710,26710,5898,1678552,https://www.wsj.com/articles/ireland-cuts-growth-outlook-ahead-of-budget-1381258044?tesla=y,neutral,Ireland ... Budget,wsj,2013,0,1,,,0.0,0.0,0.0,0,0,,,,,2013-10-08,1,10.0,0,ireland cuts growth outlook ahead of budget 1381258044?tesla=y
26711,26711,5899,1678650,https://www.wsj.com/articles/imf-premature-fed-exit-could-fuel-23-trillion-in-global-bond-losses-1381323321?tesla=y,fear,IMF: ... Losses,wsj,2013,-1,1,,,0.0,0.0,0.0,0,0,,,,,2013-10-09,1,10.0,0,imf premature fed exit could fuel 23 trillion in global bond losses 1381323321?tesla=y
