,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,url,emotion,headline,source,yr,sentiment,rel,short_title,full_title,neg_full,neu_full,pos_full,our_sentiment,agreement,time,url_regex,url_regex1,url_time,url_time1,has_date
26647,26647.0,5835.0,1671356.0,https://www.wsj.com/articles/fortescue-backs-away-from-us4-billion-port-rail-stake-sale-1377160453?tesla=y,fear,Fortescue ... Sale,wsj,2013.0,-1.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,8/22/13,1.0
26648,26648.0,5836.0,1671380.0,https://www.wsj.com/articles/canadian-dollar-lower-as-weak-data-contribute-to-negative-tone-1377202434?tesla=y,neutral,Canadian ... Tone,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,8/22/13,1.0
26649,26649.0,5837.0,1671414.0,https://www.wsj.com/articles/fed-minutes-deliver-fresh-blow-to-emerging-markets-1377161381?tesla=y,neutral,Fed ... Markets,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,8/22/13,1.0
26650,26650.0,5838.0,1671422.0,https://www.wsj.com/articles/abercrombie-fitch-profit-down-33-issues-dim-outlook-1377174220?tesla=y,sadness,Abercrombie ... Outlook,wsj,2013.0,-1.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,8/22/13,1.0
26651,26651.0,5839.0,1671427.0,https://www.wsj.com/articles/gamestop-earnings-lower-profit-but-improved-outlook-1377179318?tesla=y,sadness,GameStop ... Outlook,wsj,2013.0,-1.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,8/22/13,1.0
26652,26652.0,5840.0,1671515.0,https://www.wsj.com/articles/german-gdp-growth-gains-steam-1377249182?tesla=y,neutral,German ... Steam,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,8/23/13,1.0
26653,26653.0,5841.0,1671542.0,https://www.wsj.com/articles/canadian-dollar-strengthens-modestly-after-weak-us-home-sales-data-1377289070?tesla=y,neutral,Canadian ... Data,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,8/23/13,1.0
26654,26654.0,5842.0,1671742.0,https://www.wsj.com/articles/china-construction-banks-net-profit-rises-1377440555?tesla=y,joy,China ... Rises,wsj,2013.0,1.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,8/25/13,1.0
26655,26655.0,5843.0,1671914.0,https://www.wsj.com/articles/indian-shares-end-slightly-higher-1377521925?tesla=y,neutral,Indian ... Higher,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,8/26/13,1.0
26656,26656.0,5844.0,1672044.0,https://www.wsj.com/articles/tiffany-earnings-jeweler-raises-outlook-as-margins-widen-1377607042?tesla=y,neutral,Tiffany ... Widen,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,8/27/13,1.0
26657,26657.0,5845.0,1672051.0,https://www.wsj.com/articles/australian-miners-cut-dividends-as-commodity-prices-fall-1377598894?tesla=y,neutral,Australian ... Fall,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,8/27/13,1.0
26658,26658.0,5846.0,1672138.0,https://www.wsj.com/articles/woolworths-forecasts-higher-profit-1377684714?tesla=y,joy,Woolworths ... Profit,wsj,2013.0,1.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,8/28/13,1.0
26659,26659.0,5847.0,1672150.0,https://www.wsj.com/articles/brownforman-earnings-higher-costs-offset-revenue-rise-1377695010?tesla=y,neutral,Brown-Forman ... Rise,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,8/28/13,1.0
26660,26660.0,5848.0,1672274.0,https://www.wsj.com/articles/rongsheng-earnings-shipbuilders-cash-position-weakens-1377703071?tesla=y,sadness,Rongsheng ... Weakens,wsj,2013.0,-1.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,8/28/13,1.0
26661,26661.0,5849.0,1672312.0,https://www.wsj.com/articles/indian-rupee-shares-gain-after-central-bank-move-1377753788?tesla=y,neutral,Rupee ... Strength,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,8/29/13,1.0
26662,26662.0,5850.0,1672326.0,https://www.wsj.com/articles/rbc-posts-higher-profit-hikes-dividend-1377780992?tesla=y,joy,RBC ... Dividend,wsj,2013.0,1.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,8/29/13,1.0
26663,26663.0,5851.0,1672482.0,https://www.wsj.com/articles/greek-banks-post-mixed-secondquarter-results-1377886611?tesla=y,sadness,Greek ... Results,wsj,2013.0,-1.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,8/30/13,1.0
26664,26664.0,5852.0,1672560.0,https://www.wsj.com/articles/indian-shares-end-higher-rupee-gains-1377870930?tesla=y,neutral,Indian ... Gains,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,8/30/13,1.0
26665,26665.0,5853.0,1672750.0,https://www.wsj.com/articles/indian-shares-end-higher-rupee-weakens-1378122396?tesla=y,neutral,Indian ... Weakens,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,9/2/13,1.0
26666,26666.0,5854.0,1672781.0,https://www.wsj.com/articles/euro-zone-grows-stronger-bonds-1378127074?tesla=y,neutral,Euro ... Bonds,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,9/2/13,1.0
26667,26667.0,5855.0,1672881.0,https://www.wsj.com/articles/norway-oil-minister-proposes-carving-out-realestate-fund-from-750-billion-oil-fund-1378232085?tesla=y,neutral,Norway ... Fund,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,9/3/13,1.0
26668,26668.0,5856.0,1672975.0,https://www.wsj.com/articles/us-stock-futures-up-ahead-of-ism-microsoft-in-focus-1378205127?tesla=y,neutral,Stocks ... Higher,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,9/3/13,1.0
26669,26669.0,5857.0,1673066.0,https://www.wsj.com/articles/dollar-general-earnings-profit-rises-15-on-strong-sales-1378297500?tesla=y,neutral,Trading ... General,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,9/4/13,1.0
26670,26670.0,5858.0,1673085.0,https://www.wsj.com/articles/jumbo-mortgage-rates-fall-below-traditional-ones-1378338068?tesla=y,neutral,Jumbo' ... Ones,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,9/4/13,1.0
26671,26671.0,5859.0,1673488.0,https://www.wsj.com/articles/smithfield-foods-earnings-weak-exports-take-toll-1378477450?tesla=y,neutral,U.S. ... Takeover,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,9/6/13,1.0
26672,26672.0,5860.0,1673571.0,https://www.wsj.com/articles/estate-plans-shift-focus-to-income-taxes-1378474819?tesla=y,neutral,Estate ... Taxes,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,9/6/13,1.0
26673,26673.0,5861.0,1673796.0,https://www.wsj.com/articles/tokyo-stocks-surge-leading-asian-shares-higher-1378691240?tesla=y,neutral,"Shanghai, ... Rally",wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,9/9/13,1.0
26674,26674.0,5862.0,1674400.0,https://www.wsj.com/articles/us-bancorp-cuts-growth-forecast-as-mortgages-slow-1379016613?tesla=y,sadness,U.S. ... Slow,wsj,2013.0,-1.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,9/12/13,1.0
26675,26675.0,5863.0,1674435.0,https://www.wsj.com/articles/kroger-earnings-sales-growth-continues-1378995943?tesla=y,neutral,Kroger ... Continues,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,9/12/13,1.0
26676,26676.0,5864.0,1674505.0,https://www.wsj.com/articles/lululemon-earnings-yogagear-maker-cuts-outlook-1378988257?tesla=y,sadness,Lululemon ... Recall,wsj,2013.0,-1.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,9/12/13,1.0
26677,26677.0,5865.0,1674506.0,https://www.wsj.com/articles/global-derivatives-rules-fall-short-fed-official-1379004305?tesla=y,neutral,Global ... Official,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,9/12/13,1.0
26678,26678.0,5866.0,1674829.0,https://www.wsj.com/articles/stock-futures-get-asia-lift-ahead-of-retail-sales-1376389067?tesla=y,neutral,Stocks ... Wheels,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,8/13/13,1.0
26679,26679.0,5867.0,1675034.0,https://www.wsj.com/articles/summerss-fed-withdrawal-shakes-up-global-markets-1379318777?tesla=y,joy,Summers's ... Markets,wsj,2013.0,1.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,9/16/13,1.0
26680,26680.0,5868.0,1675093.0,https://www.wsj.com/articles/microsoft-boosts-dividend-sets-40-billion-share-buyback-1379424328?tesla=y,neutral,Microsoft ... Buyback,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,9/17/13,1.0
26681,26681.0,5869.0,1675115.0,https://www.wsj.com/articles/microsoft-buys-back-earnings-growth-1379445968?tesla=y,neutral,Microsoft ... Growth,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,9/17/13,1.0
26682,26682.0,5870.0,1675199.0,https://www.wsj.com/articles/investors-sell-dollar-ahead-of-fed-taper-decision-1379439242?tesla=y,fear,Investors ... Decision,wsj,2013.0,-1.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,9/17/13,1.0
26683,26683.0,5871.0,1675208.0,https://www.wsj.com/articles/asian-shares-fall-ahead-of-fed-meeting-1379382012?tesla=y,neutral,Asian ... Meeting,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,9/17/13,1.0
26684,26684.0,5872.0,1675231.0,https://www.wsj.com/articles/indian-shares-end-higher-ahead-of-fed-meeting-1379419851?tesla=y,neutral,Indian ... Meeting,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,9/17/13,1.0
26685,26685.0,5873.0,1675239.0,https://www.wsj.com/articles/treasury-prices-rise-ahead-of-expected-fed-taper-1379440159?tesla=y,neutral,Treasury ... Taper,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,9/17/13,1.0
26686,26686.0,5874.0,1675367.0,https://www.wsj.com/articles/asian-shares-mostly-lower-ahead-of-fed-announcement-1379472409?tesla=y,neutral,Asian ... Announcement,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,9/18/13,1.0
26687,26687.0,5875.0,1675374.0,https://www.wsj.com/articles/general-mills-earnings-profit-slips-amid-yearearlier-gain-1379504909?tesla=y,neutral,General ... Gain,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,9/18/13,1.0
26688,26688.0,5876.0,1675475.0,https://www.wsj.com/articles/fedex-earnings-profit-up-65-on-higher-margins-groundshipping-strength-1379506057?tesla=y,joy,FedEx ... Grow,wsj,2013.0,1.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,9/18/13,1.0
26689,26689.0,5877.0,1675488.0,https://www.wsj.com/articles/us-stock-futures-edge-higher-before-fed-decision-1379502137?tesla=y,neutral,Stocks ... Statement,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,9/18/13,1.0
26690,26690.0,5878.0,1675495.0,https://www.wsj.com/articles/cooper-tires-proposed-sale-to-indian-rival-losing-air-1379629503?tesla=y,neutral,Cooper ... Air,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,9/19/13,1.0
26691,26691.0,5879.0,1675551.0,https://www.wsj.com/articles/irish-economy-returns-to-growth-1379587585?tesla=y,neutral,Irish ... Growth,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,9/19/13,1.0
26692,26692.0,5880.0,1675555.0,https://www.wsj.com/articles/indias-ongc-and-shell-buy-brazil-oil-field-stake-blocking-a-sinochem-bid-1379591783?tesla=y,neutral,India's ... Stake,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,9/19/13,1.0
26693,26693.0,5881.0,1675560.0,https://www.wsj.com/articles/rite-aid-earnings-drugstore-chain-lifts-outlook-1379592394?tesla=y,neutral,Rite ... Outlook,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,9/19/13,1.0
26694,26694.0,5882.0,1675562.0,https://www.wsj.com/articles/conagra-earnings-profit-drops-42-on-consumer-unit-weakness-1379593156?tesla=y,sadness,ConAgra ... Weakness,wsj,2013.0,-1.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,9/19/13,1.0
26695,26695.0,5883.0,1675737.0,https://www.wsj.com/articles/canada-posts-soft-august-inflation-data-1379683250?tesla=y,neutral,Canada ... Data,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,9/20/13,1.0
26696,26696.0,5884.0,1675869.0,https://www.wsj.com/articles/global-stocks-bonds-surge-on-fed-surprise-1379577675?tesla=y,surprise,A ... Fret,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,9/20/13,1.0
26697,26697.0,5885.0,1675881.0,https://www.wsj.com/articles/fitch-cuts-india-growth-forecast-1379667352?tesla=y,neutral,Fitch ... Forecast,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,9/20/13,1.0
26698,26698.0,5886.0,1675886.0,https://www.wsj.com/articles/indian-shares-drop-as-central-bank-surprises-markets-with-rate-increase-1379674014?tesla=y,surprise,Indian ... Increase,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,9/20/13,1.0
26699,26699.0,5887.0,1676066.0,https://www.wsj.com/articles/dollar-edges-higher-against-euro-1379958287?tesla=y,neutral,Dollar ... Rivals,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,9/23/13,1.0
26700,26700.0,5888.0,1676711.0,https://www.wsj.com/articles/irish-property-prices-rise-signaling-possible-rebound-for-economy-1380200329?tesla=y,neutral,Irish ... Economy,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,9/26/13,1.0
26701,26701.0,5889.0,1677150.0,https://www.wsj.com/articles/healthcare-overhaul-pushes-small-firms-to-lock-in-lower-rates-1380583363?tesla=y,neutral,Health-Care ... Rates,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,9/30/13,1.0
26702,26702.0,5890.0,1677485.0,https://www.wsj.com/articles/adb-cuts-developing-asia-growth-forecasts-1380679864?tesla=y,neutral,ADB ... Forecasts,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,10/1/13,1.0
26703,26703.0,5891.0,1677510.0,https://www.wsj.com/articles/weak-trading-mortgage-slump-legal-costs-to-cut-results-at-banks-1380671799?tesla=y,neutral,Weak ... Banks,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,10/1/13,1.0
26704,26704.0,5892.0,1677583.0,https://www.wsj.com/articles/ecb-leaves-rates-unchanged-1380714454?tesla=y,fear,Draghi ... Risk,wsj,2013.0,-1.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,10/2/13,1.0
26705,26705.0,5893.0,1677727.0,https://www.wsj.com/articles/companies-rush-to-lower-earnings-barcompanies-rush-to-lower-earnings-bar-1380832246?tesla=y,neutral,Companies ... Bar,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,10/3/13,1.0
26706,26706.0,5894.0,1677967.0,https://www.wsj.com/articles/htc-posts-quarterly-net-loss-1380871494?tesla=y,sadness,HTC ... Loss,wsj,2013.0,-1.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,10/4/13,1.0
26707,26707.0,5895.0,1678076.0,https://www.wsj.com/articles/levi-strauss-3rdquarter-net-doubles-on-higher-sales-update-1380918818?tesla=y,joy,Levi ... Sales,wsj,2013.0,1.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,10/4/13,1.0
26708,26708.0,5896.0,1678078.0,https://www.wsj.com/articles/mw-dollar-rebounds-against-euro-ahead-of-fed-talk-1380896936?tesla=y,neutral,Dollar ... Back,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,10/4/13,1.0
26709,26709.0,5897.0,1678505.0,https://www.wsj.com/articles/imf-cuts-global-growth-outlook-1381237996?tesla=y,sadness,IMF's ... Widens,wsj,2013.0,-1.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,10/8/13,1.0
26710,26710.0,5898.0,1678552.0,https://www.wsj.com/articles/ireland-cuts-growth-outlook-ahead-of-budget-1381258044?tesla=y,neutral,Ireland ... Budget,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,10/8/13,1.0
26711,26711.0,5899.0,1678650.0,https://www.wsj.com/articles/imf-premature-fed-exit-could-fuel-23-trillion-in-global-bond-losses-1381323321?tesla=y,fear,IMF: ... Losses,wsj,2013.0,-1.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,10/9/13,1.0
26712,26712.0,5900.0,1678830.0,https://www.wsj.com/articles/australian-jobless-rate-falls-masks-weak-job-market-1381388303?tesla=y,neutral,Australian ... Market,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,10/10/13,1.0
26713,26713.0,5901.0,1678856.0,https://www.wsj.com/articles/airbus-forecasts-stronger-global-air-cargo-traffic-growth-1381394837?tesla=y,neutral,Airbus ... Growth,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,10/10/13,1.0
26714,26714.0,5902.0,1679115.0,https://www.wsj.com/articles/japan8217s-prime-minister-shifts-focus-to-growth-strategy-1381491954?tesla=y,neutral,Japan's ... Strategy,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,10/11/13,1.0
26715,26715.0,5903.0,1679351.0,https://www.wsj.com/articles/reliance-industries-reports-slightly-higher-earnings-1381771742?tesla=y,neutral,Reliance ... Earnings,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,10/14/13,1.0
26716,26716.0,5904.0,1679571.0,https://www.wsj.com/articles/domino8217s-pizza-delivers-higher-earnings-sales-1381837366?tesla=y,neutral,Domino's ... Sales,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,10/15/13,1.0
26717,26717.0,5905.0,1679714.0,https://www.wsj.com/articles/fed-considering-capital-charge-for-banks-owning-physical-commodity-assets-1381949118?tesla=y,disgust,Fed ... Businesses,wsj,2013.0,-1.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,10/16/13,1.0
26718,26718.0,5906.0,1679775.0,https://www.wsj.com/articles/us-bancorp-earnings-nearly-flat-as-mortgagebanking-revenue-down-1381924066?tesla=y,sadness,U.S. ... Down,wsj,2013.0,-1.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,10/16/13,1.0
26719,26719.0,5907.0,1679924.0,https://www.wsj.com/articles/ibm-shakes-up-growth-markets-unit-reassigns-head-1382032723?tesla=y,neutral,IBM ... Unit,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,10/17/13,1.0
26720,26720.0,5908.0,1680002.0,https://www.wsj.com/articles/amr-swings-to-profit-on-lower-costs-stronger-revenue-1382020958?tesla=y,neutral,AMR ... Revenue,wsj,2013.0,0.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,10/17/13,1.0
26721,26721.0,5909.0,1680026.0,https://www.wsj.com/articles/las-vegas-sands-3rdquarter-net-jumps-79-amid-strong-macau-results-1382045188?tesla=y,joy,Las ... Rise,wsj,2013.0,1.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,10/17/13,1.0
26722,26722.0,5910.0,1680038.0,https://www.wsj.com/articles/advanced-micro-devices-posts-profit-on-higher-revenue-1382043559?tesla=y,sadness,AMD ... Disappoints,wsj,2013.0,-1.0,1.0,,,0.0,0.0,0.0,FALSE,FALSE,,,,,10/17/13,1.0
