,Unnamed: 0.1,Unnamed: 0,url,emotion,headline,source,yr,sentiment,rel,short_title,full_title,,,,,,,,,,,,,,
26661,5849,1672312,https://www.wsj.com/articles/indian-rupee-shares-gain-after-central-bank-move-1377753788?tesla=y,neutral,Rupee ... Strength,wsj,2013,0,1,,,,,,,,,,,,,,,,
26662,5850,1672326,https://www.wsj.com/articles/rbc-posts-higher-profit-hikes-dividend-1377780992?tesla=y,joy,RBC ... Dividend,wsj,2013,1,1,,,,,,,,,,,,,,,,
26663,5851,1672482,https://www.wsj.com/articles/greek-banks-post-mixed-secondquarter-results-1377886611?tesla=y,sadness,Greek ... Results,wsj,2013,-1,1,,,,,,,,,,,,,,,,
26664,5852,1672560,https://www.wsj.com/articles/indian-shares-end-higher-rupee-gains-1377870930?tesla=y,neutral,Indian ... Gains,wsj,2013,0,1,,,,,,,,,,,,,,,,
26665,5853,1672750,https://www.wsj.com/articles/indian-shares-end-higher-rupee-weakens-1378122396?tesla=y,neutral,Indian ... Weakens,wsj,2013,0,1,,,,,,,,,,,,,,,,
26666,5854,1672781,https://www.wsj.com/articles/euro-zone-grows-stronger-bonds-1378127074?tesla=y,neutral,Euro ... Bonds,wsj,2013,0,1,,,,,,,,,,,,,,,,
26667,5855,1672881,https://www.wsj.com/articles/norway-oil-minister-proposes-carving-out-realestate-fund-from-750-billion-oil-fund-1378232085?tesla=y,neutral,Norway ... Fund,wsj,2013,0,1,,,,,,,,,,,,,,,,
26668,5856,1672975,https://www.wsj.com/articles/us-stock-futures-up-ahead-of-ism-microsoft-in-focus-1378205127?tesla=y,neutral,Stocks ... Higher,wsj,2013,0,1,,,,,,,,,,,,,,,,
26669,5857,1673066,https://www.wsj.com/articles/dollar-general-earnings-profit-rises-15-on-strong-sales-1378297500?tesla=y,neutral,Trading ... General,wsj,2013,0,1,,,,,,,,,,,,,,,,
26670,5858,1673085,https://www.wsj.com/articles/jumbo-mortgage-rates-fall-below-traditional-ones-1378338068?tesla=y,neutral,Jumbo' ... Ones,wsj,2013,0,1,,,,,,,,,,,,,,,,
26671,5859,1673488,https://www.wsj.com/articles/smithfield-foods-earnings-weak-exports-take-toll-1378477450?tesla=y,neutral,U.S. ... Takeover,wsj,2013,0,1,,,,,,,,,,,,,,,,
26672,5860,1673571,https://www.wsj.com/articles/estate-plans-shift-focus-to-income-taxes-1378474819?tesla=y,neutral,Estate ... Taxes,wsj,2013,0,1,,,,,,,,,,,,,,,,
26673,5861,1673796,https://www.wsj.com/articles/tokyo-stocks-surge-leading-asian-shares-higher-1378691240?tesla=y,neutral,"Shanghai, ... Rally",wsj,2013,0,1,,,,,,,,,,,,,,,,
26674,5862,1674400,https://www.wsj.com/articles/us-bancorp-cuts-growth-forecast-as-mortgages-slow-1379016613?tesla=y,sadness,U.S. ... Slow,wsj,2013,-1,1,,,,,,,,,,,,,,,,
26675,5863,1674435,https://www.wsj.com/articles/kroger-earnings-sales-growth-continues-1378995943?tesla=y,neutral,Kroger ... Continues,wsj,2013,0,1,,,,,,,,,,,,,,,,
26676,5864,1674505,https://www.wsj.com/articles/lululemon-earnings-yogagear-maker-cuts-outlook-1378988257?tesla=y,sadness,Lululemon ... Recall,wsj,2013,-1,1,,,,,,,,,,,,,,,,
26677,5865,1674506,https://www.wsj.com/articles/global-derivatives-rules-fall-short-fed-official-1379004305?tesla=y,neutral,Global ... Official,wsj,2013,0,1,,,,,,,,,,,,,,,,
26678,5866,1674829,https://www.wsj.com/articles/stock-futures-get-asia-lift-ahead-of-retail-sales-1376389067?tesla=y,neutral,Stocks ... Wheels,wsj,2013,0,1,,,,,,,,,,,,,,,,
26679,5867,1675034,https://www.wsj.com/articles/summerss-fed-withdrawal-shakes-up-global-markets-1379318777?tesla=y,joy,Summers's ... Markets,wsj,2013,1,1,,,,,,,,,,,,,,,,
26680,5868,1675093,https://www.wsj.com/articles/microsoft-boosts-dividend-sets-40-billion-share-buyback-1379424328?tesla=y,neutral,Microsoft ... Buyback,wsj,2013,0,1,,,,,,,,,,,,,,,,
26681,5869,1675115,https://www.wsj.com/articles/microsoft-buys-back-earnings-growth-1379445968?tesla=y,neutral,Microsoft ... Growth,wsj,2013,0,1,,,,,,,,,,,,,,,,
26682,5870,1675199,https://www.wsj.com/articles/investors-sell-dollar-ahead-of-fed-taper-decision-1379439242?tesla=y,fear,Investors ... Decision,wsj,2013,-1,1,,,,,,,,,,,,,,,,
26683,5871,1675208,https://www.wsj.com/articles/asian-shares-fall-ahead-of-fed-meeting-1379382012?tesla=y,neutral,Asian ... Meeting,wsj,2013,0,1,,,,,,,,,,,,,,,,
26684,5872,1675231,https://www.wsj.com/articles/indian-shares-end-higher-ahead-of-fed-meeting-1379419851?tesla=y,neutral,Indian ... Meeting,wsj,2013,0,1,,,,,,,,,,,,,,,,
26685,5873,1675239,https://www.wsj.com/articles/treasury-prices-rise-ahead-of-expected-fed-taper-1379440159?tesla=y,neutral,Treasury ... Taper,wsj,2013,0,1,,,,,,,,,,,,,,,,
26686,5874,1675367,https://www.wsj.com/articles/asian-shares-mostly-lower-ahead-of-fed-announcement-1379472409?tesla=y,neutral,Asian ... Announcement,wsj,2013,0,1,,,,,,,,,,,,,,,,
26687,5875,1675374,https://www.wsj.com/articles/general-mills-earnings-profit-slips-amid-yearearlier-gain-1379504909?tesla=y,neutral,General ... Gain,wsj,2013,0,1,,,,,,,,,,,,,,,,
26688,5876,1675475,https://www.wsj.com/articles/fedex-earnings-profit-up-65-on-higher-margins-groundshipping-strength-1379506057?tesla=y,joy,FedEx ... Grow,wsj,2013,1,1,,,,,,,,,,,,,,,,
26689,5877,1675488,https://www.wsj.com/articles/us-stock-futures-edge-higher-before-fed-decision-1379502137?tesla=y,neutral,Stocks ... Statement,wsj,2013,0,1,,,,,,,,,,,,,,,,
26690,5878,1675495,https://www.wsj.com/articles/cooper-tires-proposed-sale-to-indian-rival-losing-air-1379629503?tesla=y,neutral,Cooper ... Air,wsj,2013,0,1,,,,,,,,,,,,,,,,
26691,5879,1675551,https://www.wsj.com/articles/irish-economy-returns-to-growth-1379587585?tesla=y,neutral,Irish ... Growth,wsj,2013,0,1,,,,,,,,,,,,,,,,
26692,5880,1675555,https://www.wsj.com/articles/indias-ongc-and-shell-buy-brazil-oil-field-stake-blocking-a-sinochem-bid-1379591783?tesla=y,neutral,India's ... Stake,wsj,2013,0,1,,,,,,,,,,,,,,,,
26693,5881,1675560,https://www.wsj.com/articles/rite-aid-earnings-drugstore-chain-lifts-outlook-1379592394?tesla=y,neutral,Rite ... Outlook,wsj,2013,0,1,,,,,,,,,,,,,,,,
26694,5882,1675562,https://www.wsj.com/articles/conagra-earnings-profit-drops-42-on-consumer-unit-weakness-1379593156?tesla=y,sadness,ConAgra ... Weakness,wsj,2013,-1,1,,,,,,,,,,,,,,,,
26695,5883,1675737,https://www.wsj.com/articles/canada-posts-soft-august-inflation-data-1379683250?tesla=y,neutral,Canada ... Data,wsj,2013,0,1,,,,,,,,,,,,,,,,
26696,5884,1675869,https://www.wsj.com/articles/global-stocks-bonds-surge-on-fed-surprise-1379577675?tesla=y,surprise,A ... Fret,wsj,2013,0,1,,,,,,,,,,,,,,,,
26697,5885,1675881,https://www.wsj.com/articles/fitch-cuts-india-growth-forecast-1379667352?tesla=y,neutral,Fitch ... Forecast,wsj,2013,0,1,,,,,,,,,,,,,,,,
26698,5886,1675886,https://www.wsj.com/articles/indian-shares-drop-as-central-bank-surprises-markets-with-rate-increase-1379674014?tesla=y,surprise,Indian ... Increase,wsj,2013,0,1,,,,,,,,,,,,,,,,
26699,5887,1676066,https://www.wsj.com/articles/dollar-edges-higher-against-euro-1379958287?tesla=y,neutral,Dollar ... Rivals,wsj,2013,0,1,,,,,,,,,,,,,,,,
26700,5888,1676711,https://www.wsj.com/articles/irish-property-prices-rise-signaling-possible-rebound-for-economy-1380200329?tesla=y,neutral,Irish ... Economy,wsj,2013,0,1,,,,,,,,,,,,,,,,
26701,5889,1677150,https://www.wsj.com/articles/healthcare-overhaul-pushes-small-firms-to-lock-in-lower-rates-1380583363?tesla=y,neutral,Health-Care ... Rates,wsj,2013,0,1,,,,,,,,,,,,,,,,
26702,5890,1677485,https://www.wsj.com/articles/adb-cuts-developing-asia-growth-forecasts-1380679864?tesla=y,neutral,ADB ... Forecasts,wsj,2013,0,1,,,,,,,,,,,,,,,,
26703,5891,1677510,https://www.wsj.com/articles/weak-trading-mortgage-slump-legal-costs-to-cut-results-at-banks-1380671799?tesla=y,neutral,Weak ... Banks,wsj,2013,0,1,,,,,,,,,,,,,,,,
26704,5892,1677583,https://www.wsj.com/articles/ecb-leaves-rates-unchanged-1380714454?tesla=y,fear,Draghi ... Risk,wsj,2013,-1,1,,,,,,,,,,,,,,,,
26705,5893,1677727,https://www.wsj.com/articles/companies-rush-to-lower-earnings-barcompanies-rush-to-lower-earnings-bar-1380832246?tesla=y,neutral,Companies ... Bar,wsj,2013,0,1,,,,,,,,,,,,,,,,
26706,5894,1677967,https://www.wsj.com/articles/htc-posts-quarterly-net-loss-1380871494?tesla=y,sadness,HTC ... Loss,wsj,2013,-1,1,,,,,,,,,,,,,,,,
26707,5895,1678076,https://www.wsj.com/articles/levi-strauss-3rdquarter-net-doubles-on-higher-sales-update-1380918818?tesla=y,joy,Levi ... Sales,wsj,2013,1,1,,,,,,,,,,,,,,,,
26708,5896,1678078,https://www.wsj.com/articles/mw-dollar-rebounds-against-euro-ahead-of-fed-talk-1380896936?tesla=y,neutral,Dollar ... Back,wsj,2013,0,1,,,,,,,,,,,,,,,,
26709,5897,1678505,https://www.wsj.com/articles/imf-cuts-global-growth-outlook-1381237996?tesla=y,sadness,IMF's ... Widens,wsj,2013,-1,1,,,,,,,,,,,,,,,,
26710,5898,1678552,https://www.wsj.com/articles/ireland-cuts-growth-outlook-ahead-of-budget-1381258044?tesla=y,neutral,Ireland ... Budget,wsj,2013,0,1,,,,,,,,,,,,,,,,
26711,5899,1678650,https://www.wsj.com/articles/imf-premature-fed-exit-could-fuel-23-trillion-in-global-bond-losses-1381323321?tesla=y,fear,IMF: ... Losses,wsj,2013,-1,1,,,,,,,,,,,,,,,,
26712,5900,1678830,https://www.wsj.com/articles/australian-jobless-rate-falls-masks-weak-job-market-1381388303?tesla=y,neutral,Australian ... Market,wsj,2013,0,1,,,,,,,,,,,,,,,,
26713,5901,1678856,https://www.wsj.com/articles/airbus-forecasts-stronger-global-air-cargo-traffic-growth-1381394837?tesla=y,neutral,Airbus ... Growth,wsj,2013,0,1,,,,,,,,,,,,,,,,
26714,5902,1679115,https://www.wsj.com/articles/japan8217s-prime-minister-shifts-focus-to-growth-strategy-1381491954?tesla=y,neutral,Japan's ... Strategy,wsj,2013,0,1,,,,,,,,,,,,,,,,
26715,5903,1679351,https://www.wsj.com/articles/reliance-industries-reports-slightly-higher-earnings-1381771742?tesla=y,neutral,Reliance ... Earnings,wsj,2013,0,1,,,,,,,,,,,,,,,,
26716,5904,1679571,https://www.wsj.com/articles/domino8217s-pizza-delivers-higher-earnings-sales-1381837366?tesla=y,neutral,Domino's ... Sales,wsj,2013,0,1,,,,,,,,,,,,,,,,
26717,5905,1679714,https://www.wsj.com/articles/fed-considering-capital-charge-for-banks-owning-physical-commodity-assets-1381949118?tesla=y,disgust,Fed ... Businesses,wsj,2013,-1,1,,,,,,,,,,,,,,,,
26718,5906,1679775,https://www.wsj.com/articles/us-bancorp-earnings-nearly-flat-as-mortgagebanking-revenue-down-1381924066?tesla=y,sadness,U.S. ... Down,wsj,2013,-1,1,,,,,,,,,,,,,,,,
26719,5907,1679924,https://www.wsj.com/articles/ibm-shakes-up-growth-markets-unit-reassigns-head-1382032723?tesla=y,neutral,IBM ... Unit,wsj,2013,0,1,,,,,,,,,,,,,,,,
26720,5908,1680002,https://www.wsj.com/articles/amr-swings-to-profit-on-lower-costs-stronger-revenue-1382020958?tesla=y,neutral,AMR ... Revenue,wsj,2013,0,1,,,,,,,,,,,,,,,,
26721,5909,1680026,https://www.wsj.com/articles/las-vegas-sands-3rdquarter-net-jumps-79-amid-strong-macau-results-1382045188?tesla=y,joy,Las ... Rise,wsj,2013,1,1,,,,,,,,,,,,,,,,
26722,5910,1680038,https://www.wsj.com/articles/advanced-micro-devices-posts-profit-on-higher-revenue-1382043559?tesla=y,sadness,AMD ... Disappoints,wsj,2013,-1,1,,,,,,,,,,,,,,,,
26723,5911,1680069,https://www.wsj.com/articles/tsmc-forecasts-revenue-drop-in-fourth-quarter-update-1382011382?tesla=y,sadness,TSMC ... Decline,wsj,2013,-1,1,,,,,,,,,,,,,,,,
26724,5912,1680180,https://www.wsj.com/articles/schlumberger-3rdquarter-profit-jumps-20-on-broad-revenue-growth-1382094994?tesla=y,neutral,Oil-Field ... Growth,wsj,2013,0,1,,,,,,,,,,,,,,,,
26725,5913,1680258,https://www.wsj.com/articles/australia-central-bank-says-lower-dollar-needed-for-economy-1382072828?tesla=y,neutral,Australia ... Economy,wsj,2013,0,1,,,,,,,,,,,,,,,,
26726,5914,1680318,https://www.wsj.com/articles/asian-shares-higher-ahead-of-china-gdp-data-1382059751?tesla=y,neutral,Asian ... Data,wsj,2013,0,1,,,,,,,,,,,,,,,,
26727,5915,1680589,https://www.wsj.com/articles/indian-shares-end-slightly-higher-rupee-falls-1382358855?tesla=y,neutral,Indian ... Falls,wsj,2013,0,1,,,,,,,,,,,,,,,,
26728,5916,1680595,https://www.wsj.com/articles/housing-development-finance-net-profit-increases-10-1382353294?tesla=y,joy,Housing ... 10%,wsj,2013,1,1,,,,,,,,,,,,,,,,
26729,5917,1680672,https://www.wsj.com/articles/panera-reports-higher-profit-but-lower-outlook-1382476415?tesla=y,sadness,Panera ... Outlook,wsj,2013,-1,1,,,,,,,,,,,,,,,,
26730,5918,1680689,https://www.wsj.com/articles/indian-shares-end-slightly-lower-rupee-falls-1382446519?tesla=y,neutral,Indian ... Falls,wsj,2013,0,1,,,,,,,,,,,,,,,,
26731,5919,1680703,https://www.wsj.com/articles/dollar-firms-ahead-of-payrolls-data-1382430335?tesla=y,neutral,Dollar ... Data,wsj,2013,0,1,,,,,,,,,,,,,,,,
26732,5920,1680797,https://www.wsj.com/articles/canada-august-retail-sales-edge-higher-1382451132?tesla=y,neutral,Canada ... Higher,wsj,2013,0,1,,,,,,,,,,,,,,,,
26733,5921,1680804,https://www.wsj.com/articles/amgen-3rdquarter-profit-up-24-amid-broad-sales-growth-1382473840?tesla=y,joy,Amgen's ... Growth,wsj,2013,1,1,,,,,,,,,,,,,,,,
26734,5922,1680823,https://www.wsj.com/articles/symantec-reports-lower-revenue-outlook-1382561629?tesla=y,sadness,Symantec ... Outlook,wsj,2013,-1,1,,,,,,,,,,,,,,,,
26735,5923,1680841,https://www.wsj.com/articles/eli-lilly-3rdquarter-profit-down-93-revenue-rises-1382526388?tesla=y,neutral,Eli ... Rise,wsj,2013,0,1,,,,,,,,,,,,,,,,
26736,5924,1680860,https://www.wsj.com/articles/heineken-cuts-profit-outlook-1382516361?tesla=y,joy,Heineken ... Outlook,wsj,2013,1,1,,,,,,,,,,,,,,,,
26737,5925,1680873,https://www.wsj.com/articles/dr-pepper-earnings-profit-climbs-16-sales-improve-slightly-1382543642?tesla=y,joy,Dr ... Slightly,wsj,2013,1,1,,,,,,,,,,,,,,,,
26738,5926,1680927,https://www.wsj.com/articles/ethan-allen-1stquarter-net-drops-on-clearance-sales-low-backlog-1382568498?tesla=y,sadness,Ethan ... Backlog,wsj,2013,-1,1,,,,,,,,,,,,,,,,
26739,5927,1680979,https://www.wsj.com/articles/brazil-issues-32-billion-in-global-bonds-1382573752?tesla=y,neutral,Brazil ... Bonds,wsj,2013,0,1,,,,,,,,,,,,,,,,
26740,5928,1681010,https://www.wsj.com/articles/goldcorp-profit-falls-on-lower-gold-prices-1382659873?tesla=y,joy,Goldcorp ... Prices,wsj,2013,1,1,,,,,,,,,,,,,,,,
26741,5929,1681134,https://www.wsj.com/articles/kkr-posts-60-net-income-jump-1382617617?tesla=y,joy,Deals ... Profit,wsj,2013,1,1,,,,,,,,,,,,,,,,
26742,5930,1681142,https://www.wsj.com/articles/daimler-profit-soars-on-lower-taxes-efficiency-gains-1382597518?tesla=y,neutral,Daimler ... Lift,wsj,2013,0,1,,,,,,,,,,,,,,,,
26743,5931,1681213,https://www.wsj.com/articles/credit-suisse-thirdquarter-profit-misses-forecasts-1382593471?tesla=y,sadness,Credit ... Forecasts,wsj,2013,-1,1,,,,,,,,,,,,,,,,
26744,5932,1681598,https://www.wsj.com/articles/seagate-tech-profit-down-27-while-revenue-falls-1382993234?tesla=y,sadness,Seagate ... Earnings,wsj,2013,-1,1,,,,,,,,,,,,,,,,
26745,5933,1681621,https://www.wsj.com/articles/biogen-reports-higher-earnings-outlook-1382962795?tesla=y,neutral,Biogen ... Outlook,wsj,2013,0,1,,,,,,,,,,,,,,,,
26746,5934,1681833,https://www.wsj.com/articles/occidental-petroleum-profit-up-15-amid-higher-production-domestic-prices-1383054940?tesla=y,neutral,Occidental ... Spinoff,wsj,2013,0,1,,,,,,,,,,,,,,,,
26747,5935,1681870,https://www.wsj.com/articles/asian-shares-lower-ahead-of-fed-meeting-1383010327?tesla=y,sadness,Asian ... Earnings,wsj,2013,-1,1,,,,,,,,,,,,,,,,
26748,5936,1681871,https://www.wsj.com/articles/bp-thirdquarter-net-profit-drops-34-1383034729?tesla=y,sadness,BP ... 34%,wsj,2013,-1,1,,,,,,,,,,,,,,,,
26749,5937,1681952,https://www.wsj.com/articles/europe-stocks-edge-higher-as-markets-await-fed-stance-1383124512?tesla=y,fear,Europe ... Stance,wsj,2013,-1,1,,,,,,,,,,,,,,,,
26750,5938,1681953,https://www.wsj.com/articles/nippon-steel-sees-2-billion-net-profit-1383128789?tesla=y,joy,Nippon ... Profit,wsj,2013,1,1,,,,,,,,,,,,,,,,
26751,5939,1681958,https://www.wsj.com/articles/asian-shares-trade-higher-markets-await-fed-meeting-results-1383097215?tesla=y,neutral,Asian ... Results,wsj,2013,0,1,,,,,,,,,,,,,,,,
26752,5940,1681959,https://www.wsj.com/articles/bharti8217s-net-profit-misses-expectations-1383115819?tesla=y,sadness,Bharti's ... Expectations,wsj,2013,-1,1,,,,,,,,,,,,,,,,
26753,5941,1682025,https://www.wsj.com/articles/metlife-swings-to-profit-on-operating-earnings-growth-1383166331?tesla=y,joy,MetLife ... Profit,wsj,2013,1,1,,,,,,,,,,,,,,,,
26754,5942,1682076,https://www.wsj.com/articles/expedia-profit-down-slightly-but-revenue-grows-on-higher-bookings-1383166786?tesla=y,neutral,Expedia's ... Bookings,wsj,2013,0,1,,,,,,,,,,,,,,,,
26755,5943,1682093,https://www.wsj.com/articles/comcast-3rdquarter-net-down-18-as-revenue-drops-1383131270?tesla=y,sadness,Comcast's ... Olympics,wsj,2013,-1,1,,,,,,,,,,,,,,,,
26756,5944,1682122,https://www.wsj.com/articles/don8217t-believe-china8217s-skyhigh-growth-numbersdon8217t-believe-china8217s-skyhigh-growth-numbers-1383076238?tesla=y,neutral,Ruchir ... Numbers,wsj,2013,0,1,,,,,,,,,,,,,,,,
26757,5945,1682212,https://www.wsj.com/articles/euro-falls-against-dollar-on-weak-inflation-data-1383230839?tesla=y,neutral,Euro ... Dollar,wsj,2013,0,1,,,,,,,,,,,,,,,,
26758,5946,1682287,https://www.wsj.com/articles/marathon-petroleum8217s-profit-falls-amid-higher-costs-1383220995?tesla=y,sadness,Marathon ... Costs,wsj,2013,-1,1,,,,,,,,,,,,,,,,
26759,5947,1682305,https://www.wsj.com/articles/asian-shares-mixed-fed-leaves-monetary-policy-unchanged-1383183509?tesla=y,neutral,Asian ... Unchanged,wsj,2013,0,1,,,,,,,,,,,,,,,,
26760,5948,1682344,https://www.wsj.com/articles/canada-august-growth-outpaces-expectations-1383228670?tesla=y,neutral,Canada ... Expectations,wsj,2013,0,1,,,,,,,,,,,,,,,,
