,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,url,emotion,headline,source,yr,sentiment,rel,short_title,full_title,time,url_regex,url_time
11,11,11,26633,5821,1670191,https://www.wsj.com/articles/new-zealand-dollar-weaker-vs-us-dollar-1376457040?tesla=y,neutral,New ... Dollar,wsj,2013,0,1,,,"[{'title': 'Aug. 14, 2013 1:10 am ET'}]","Aug. 14, 2013",2013-08-14
12,12,12,26634,5822,1670333,https://www.wsj.com/articles/california-sells-55-billion-in-bonds-1376596126?tesla=y,sadness,California ... Bonds,wsj,2013,-1,1,,,"[{'title': 'Aug. 15, 2013 3:48 pm ET'}]","Aug. 15, 2013",2013-08-15
13,13,13,26635,5823,1670393,https://www.wsj.com/articles/dell-profit-falls-72-sales-flat-1376598384?tesla=y,sadness,Dell ... Flat,wsj,2013,-1,1,,,"[{'title': 'Updated Aug. 15, 2013 8:08 pm ET'}]","Aug. 15, 2013",2013-08-15
14,14,14,26636,5824,1670762,https://www.wsj.com/articles/blackstone-realestate-fund-offers-to-buy-hong-kongs-tysan-holdings-for-hk25-billion-1376930200?tesla=y,neutral,Blackstone ... Billion,wsj,2013,0,1,,,"[{'title': 'Aug. 19, 2013 12:36 pm ET'}]","Aug. 19, 2013",2013-08-19
15,15,15,26637,5825,1670808,https://www.wsj.com/articles/saks-earnings-flat-sales-higher-costs-1376917447?tesla=y,sadness,Saks ... Costs,wsj,2013,-1,1,,,"[{'title': 'Aug. 19, 2013 9:04 am ET'}]","Aug. 19, 2013",2013-08-19
16,16,16,26638,5826,1670868,https://www.wsj.com/articles/urban-outfitters-earnings-higher-sales-wider-margins-1376945244?tesla=y,neutral,Urban ... Margins,wsj,2013,0,1,,,"[{'title': 'Aug. 19, 2013 4:47 pm ET'}]","Aug. 19, 2013",2013-08-19
17,17,17,26639,5827,1670870,https://www.wsj.com/articles/canadian-dollar-ends-slightly-lower-in-quiet-trading-1376943794?tesla=y,neutral,Canadian ... Trading,wsj,2013,0,1,,,"[{'title': 'Aug. 19, 2013 4:23 pm ET'}]","Aug. 19, 2013",2013-08-19
18,18,18,26640,5828,1670941,https://www.wsj.com/articles/canadian-dollar-weakens-to-2week-low-as-global-growth-concerns-mount-1377031880?tesla=y,fear,Canadian ... Mount,wsj,2013,-1,1,,,"[{'title': 'Aug. 20, 2013 4:51 pm ET'}]","Aug. 20, 2013",2013-08-20
19,19,19,26641,5829,1670996,https://www.wsj.com/articles/mexican-peso-emergingmarket-currencies-bounce-back-modestly-1377020671?tesla=y,neutral,Mexican ... Modestly,wsj,2013,0,1,,,"[{'title': 'Aug. 20, 2013 1:44 pm ET'}]","Aug. 20, 2013",2013-08-20
20,20,20,26642,5830,1671131,https://www.wsj.com/articles/toll-brothers-earnings-home-builders-sales-growth-continues-1377096229?tesla=y,neutral,Toll ... Continues,wsj,2013,0,1,,,"[{'title': 'Aug. 21, 2013 10:43 am ET'}]","Aug. 21, 2013",2013-08-21
21,21,21,26643,5831,1671148,https://www.wsj.com/articles/indian-outsourcing-firms-gain-as-rupee-falls-1377107534?tesla=y,joy,Indian ... Falls,wsj,2013,1,1,,,"[{'title': 'Aug. 21, 2013 1:52 pm ET'}]","Aug. 21, 2013",2013-08-21
22,22,22,26644,5832,1671184,https://www.wsj.com/articles/china-yuan-slightly-stronger-following-central-bank-guidance-1377077957?tesla=y,neutral,China ... Guidance,wsj,2013,0,1,,,"[{'title': 'Aug. 21, 2013 5:39 am ET'}]","Aug. 21, 2013",2013-08-21
23,23,23,26645,5833,1671256,https://www.wsj.com/articles/new-zealand-dollar-down-late-as-us-dollar-sees-broad-strength-1377064550?tesla=y,neutral,New ... Strength,wsj,2013,0,1,,,"[{'title': 'Aug. 21, 2013 1:55 am ET'}]","Aug. 21, 2013",2013-08-21
24,24,24,26646,5834,1671320,https://www.wsj.com/articles/gap-earnings-profit-sales-outlook-rise-1377205380?tesla=y,joy,Gap ... Slump,wsj,2013,1,1,,,"[{'title': 'Updated Aug. 22, 2013 7:55 pm ET'}]","Aug. 22, 2013",2013-08-22
25,25,25,26647,5835,1671356,https://www.wsj.com/articles/fortescue-backs-away-from-us4-billion-port-rail-stake-sale-1377160453?tesla=y,fear,Fortescue ... Sale,wsj,2013,-1,1,,,"[{'title': 'Aug. 22, 2013 4:34 am ET'}]","Aug. 22, 2013",2013-08-22
26,26,26,26648,5836,1671380,https://www.wsj.com/articles/canadian-dollar-lower-as-weak-data-contribute-to-negative-tone-1377202434?tesla=y,neutral,Canadian ... Tone,wsj,2013,0,1,,,"[{'title': 'Aug. 22, 2013 4:13 pm ET'}]","Aug. 22, 2013",2013-08-22
27,27,27,26649,5837,1671414,https://www.wsj.com/articles/fed-minutes-deliver-fresh-blow-to-emerging-markets-1377161381?tesla=y,neutral,Fed ... Markets,wsj,2013,0,1,,,"[{'title': 'Updated Aug. 22, 2013 12:06 pm ET'}]","Aug. 22, 2013",2013-08-22
28,28,28,26650,5838,1671422,https://www.wsj.com/articles/abercrombie-fitch-profit-down-33-issues-dim-outlook-1377174220?tesla=y,sadness,Abercrombie ... Outlook,wsj,2013,-1,1,,,"[{'title': 'Updated Aug. 22, 2013 12:42 pm ET'}]","Aug. 22, 2013",2013-08-22
29,29,29,26651,5839,1671427,https://www.wsj.com/articles/gamestop-earnings-lower-profit-but-improved-outlook-1377179318?tesla=y,sadness,GameStop ... Outlook,wsj,2013,-1,1,,,"[{'title': 'Updated Aug. 22, 2013 1:47 pm ET'}]","Aug. 22, 2013",2013-08-22
30,30,30,26652,5840,1671515,https://www.wsj.com/articles/german-gdp-growth-gains-steam-1377249182?tesla=y,neutral,German ... Steam,wsj,2013,0,1,,,"[{'title': 'Aug. 23, 2013 5:13 am ET'}]","Aug. 23, 2013",2013-08-23
31,31,31,26653,5841,1671542,https://www.wsj.com/articles/canadian-dollar-strengthens-modestly-after-weak-us-home-sales-data-1377289070?tesla=y,neutral,Canadian ... Data,wsj,2013,0,1,,,"[{'title': 'Aug. 23, 2013 4:17 pm ET'}]","Aug. 23, 2013",2013-08-23
32,32,32,26654,5842,1671742,https://www.wsj.com/articles/china-construction-banks-net-profit-rises-1377440555?tesla=y,joy,China ... Rises,wsj,2013,1,1,,,"[{'title': 'Updated Aug. 25, 2013 11:52 am ET'}]","Aug. 25, 2013",2013-08-25
33,33,33,26655,5843,1671914,https://www.wsj.com/articles/indian-shares-end-slightly-higher-1377521925?tesla=y,neutral,Indian ... Higher,wsj,2013,0,1,,,"[{'title': 'Aug. 26, 2013 8:58 am ET'}]","Aug. 26, 2013",2013-08-26
34,34,34,26656,5844,1672044,https://www.wsj.com/articles/tiffany-earnings-jeweler-raises-outlook-as-margins-widen-1377607042?tesla=y,neutral,Tiffany ... Widen,wsj,2013,0,1,,,"[{'title': 'Aug. 27, 2013 8:37 am ET'}]","Aug. 27, 2013",2013-08-27
35,35,35,26657,5845,1672051,https://www.wsj.com/articles/australian-miners-cut-dividends-as-commodity-prices-fall-1377598894?tesla=y,neutral,Australian ... Fall,wsj,2013,0,1,,,"[{'title': 'Updated Aug. 27, 2013 7:05 am ET'}]","Aug. 27, 2013",2013-08-27
36,36,36,26658,5846,1672138,https://www.wsj.com/articles/woolworths-forecasts-higher-profit-1377684714?tesla=y,joy,Woolworths ... Profit,wsj,2013,1,1,,,"[{'title': 'Aug. 28, 2013 6:11 am ET'}]","Aug. 28, 2013",2013-08-28
37,37,37,26659,5847,1672150,https://www.wsj.com/articles/brownforman-earnings-higher-costs-offset-revenue-rise-1377695010?tesla=y,neutral,Brown-Forman ... Rise,wsj,2013,0,1,,,"[{'title': 'Aug. 28, 2013 9:03 am ET'}]","Aug. 28, 2013",2013-08-28
38,38,38,26660,5848,1672274,https://www.wsj.com/articles/rongsheng-earnings-shipbuilders-cash-position-weakens-1377703071?tesla=y,sadness,Rongsheng ... Weakens,wsj,2013,-1,1,,,"[{'title': 'Aug. 28, 2013 11:17 am ET'}]","Aug. 28, 2013",2013-08-28
39,39,39,26661,5849,1672312,https://www.wsj.com/articles/indian-rupee-shares-gain-after-central-bank-move-1377753788?tesla=y,neutral,Rupee ... Strength,wsj,2013,0,1,,,"[{'title': 'Updated Aug. 29, 2013 12:31 pm ET'}]","Aug. 29, 2013",2013-08-29
40,40,40,26662,5850,1672326,https://www.wsj.com/articles/rbc-posts-higher-profit-hikes-dividend-1377780992?tesla=y,joy,RBC ... Dividend,wsj,2013,1,1,,,"[{'title': 'Aug. 29, 2013 8:56 am ET'}]","Aug. 29, 2013",2013-08-29
41,41,41,26663,5851,1672482,https://www.wsj.com/articles/greek-banks-post-mixed-secondquarter-results-1377886611?tesla=y,sadness,Greek ... Results,wsj,2013,-1,1,,,"[{'title': 'Aug. 30, 2013 2:16 pm ET'}]","Aug. 30, 2013",2013-08-30
42,42,42,26664,5852,1672560,https://www.wsj.com/articles/indian-shares-end-higher-rupee-gains-1377870930?tesla=y,neutral,Indian ... Gains,wsj,2013,0,1,,,"[{'title': 'Aug. 30, 2013 9:55 am ET'}]","Aug. 30, 2013",2013-08-30
43,43,43,26665,5853,1672750,https://www.wsj.com/articles/indian-shares-end-higher-rupee-weakens-1378122396?tesla=y,neutral,Indian ... Weakens,wsj,2013,0,1,,,"[{'title': 'Sept. 2, 2013 7:46 am ET'}]","Sept. 2, 2013",2013-09-02
44,44,44,26666,5854,1672781,https://www.wsj.com/articles/euro-zone-grows-stronger-bonds-1378127074?tesla=y,neutral,Euro ... Bonds,wsj,2013,0,1,,,"[{'title': 'Sept. 2, 2013 9:04 am ET'}]","Sept. 2, 2013",2013-09-02
45,45,45,26667,5855,1672881,https://www.wsj.com/articles/norway-oil-minister-proposes-carving-out-realestate-fund-from-750-billion-oil-fund-1378232085?tesla=y,neutral,Norway ... Fund,wsj,2013,0,1,,,"[{'title': 'Sept. 3, 2013 2:14 pm ET'}]","Sept. 3, 2013",2013-09-03
46,46,46,26668,5856,1672975,https://www.wsj.com/articles/us-stock-futures-up-ahead-of-ism-microsoft-in-focus-1378205127?tesla=y,neutral,Stocks ... Higher,wsj,2013,0,1,,,"[{'title': 'Updated Sept. 3, 2013 7:11 pm ET'}]","Sept. 3, 2013",2013-09-03
47,47,47,26669,5857,1673066,https://www.wsj.com/articles/dollar-general-earnings-profit-rises-15-on-strong-sales-1378297500?tesla=y,neutral,Trading ... General,wsj,2013,0,1,,,"[{'title': 'Updated Sept. 4, 2013 2:10 pm ET'}]","Sept. 4, 2013",2013-09-04
48,48,48,26670,5858,1673085,https://www.wsj.com/articles/jumbo-mortgage-rates-fall-below-traditional-ones-1378338068?tesla=y,neutral,Jumbo' ... Ones,wsj,2013,0,1,,,"[{'title': 'Updated Sept. 4, 2013 7:43 pm ET'}]","Sept. 4, 2013",2013-09-04
49,49,49,26671,5859,1673488,https://www.wsj.com/articles/smithfield-foods-earnings-weak-exports-take-toll-1378477450?tesla=y,neutral,U.S. ... Takeover,wsj,2013,0,1,,,"[{'title': 'Updated Sept. 6, 2013 6:52 pm ET'}]","Sept. 6, 2013",2013-09-06
50,50,50,26672,5860,1673571,https://www.wsj.com/articles/estate-plans-shift-focus-to-income-taxes-1378474819?tesla=y,neutral,Estate ... Taxes,wsj,2013,0,1,,,"[{'title': 'Sept. 6, 2013 9:40 am ET'}]","Sept. 6, 2013",2013-09-06
51,51,51,26673,5861,1673796,https://www.wsj.com/articles/tokyo-stocks-surge-leading-asian-shares-higher-1378691240?tesla=y,neutral,"Shanghai, ... Rally",wsj,2013,0,1,,,"[{'title': 'Updated Sept. 9, 2013 4:47 am ET'}]","Sept. 9, 2013",2013-09-09
52,52,52,26674,5862,1674400,https://www.wsj.com/articles/us-bancorp-cuts-growth-forecast-as-mortgages-slow-1379016613?tesla=y,sadness,U.S. ... Slow,wsj,2013,-1,1,,,"[{'title': 'Sept. 12, 2013 4:10 pm ET'}]","Sept. 12, 2013",2013-09-12
53,53,53,26675,5863,1674435,https://www.wsj.com/articles/kroger-earnings-sales-growth-continues-1378995943?tesla=y,neutral,Kroger ... Continues,wsj,2013,0,1,,,"[{'title': 'Sept. 12, 2013 10:25 am ET'}]","Sept. 12, 2013",2013-09-12
54,54,54,26676,5864,1674505,https://www.wsj.com/articles/lululemon-earnings-yogagear-maker-cuts-outlook-1378988257?tesla=y,sadness,Lululemon ... Recall,wsj,2013,-1,1,,,"[{'title': 'Updated Sept. 12, 2013 12:45 pm ET'}]","Sept. 12, 2013",2013-09-12
55,55,55,26677,5865,1674506,https://www.wsj.com/articles/global-derivatives-rules-fall-short-fed-official-1379004305?tesla=y,neutral,Global ... Official,wsj,2013,0,1,,,"[{'title': 'Sept. 12, 2013 12:45 pm ET'}]","Sept. 12, 2013",2013-09-12
56,56,56,26678,5866,1674829,https://www.wsj.com/articles/stock-futures-get-asia-lift-ahead-of-retail-sales-1376389067?tesla=y,neutral,Stocks ... Wheels,wsj,2013,0,1,,,"[{'title': 'Updated Aug. 13, 2013 4:40 pm ET'}]","Aug. 13, 2013",2013-08-13
57,57,57,26679,5867,1675034,https://www.wsj.com/articles/summerss-fed-withdrawal-shakes-up-global-markets-1379318777?tesla=y,joy,Summers's ... Markets,wsj,2013,1,1,,,"[{'title': 'Updated Sept. 16, 2013 2:04 pm ET'}]","Sept. 16, 2013",2013-09-16
58,58,58,26680,5868,1675093,https://www.wsj.com/articles/microsoft-boosts-dividend-sets-40-billion-share-buyback-1379424328?tesla=y,neutral,Microsoft ... Buyback,wsj,2013,0,1,,,"[{'title': 'Updated Sept. 17, 2013 6:09 pm ET'}]","Sept. 17, 2013",2013-09-17
59,59,59,26681,5869,1675115,https://www.wsj.com/articles/microsoft-buys-back-earnings-growth-1379445968?tesla=y,neutral,Microsoft ... Growth,wsj,2013,0,1,,,"[{'title': 'Updated Sept. 17, 2013 10:26 pm ET'}]","Sept. 17, 2013",2013-09-17
60,60,60,26682,5870,1675199,https://www.wsj.com/articles/investors-sell-dollar-ahead-of-fed-taper-decision-1379439242?tesla=y,fear,Investors ... Decision,wsj,2013,-1,1,,,"[{'title': 'Sept. 17, 2013 1:34 pm ET'}]","Sept. 17, 2013",2013-09-17
61,61,61,26683,5871,1675208,https://www.wsj.com/articles/asian-shares-fall-ahead-of-fed-meeting-1379382012?tesla=y,neutral,Asian ... Meeting,wsj,2013,0,1,,,"[{'title': 'Updated Sept. 17, 2013 5:24 am ET'}]","Sept. 17, 2013",2013-09-17
62,62,62,26684,5872,1675231,https://www.wsj.com/articles/indian-shares-end-higher-ahead-of-fed-meeting-1379419851?tesla=y,neutral,Indian ... Meeting,wsj,2013,0,1,,,"[{'title': 'Sept. 17, 2013 8:10 am ET'}]","Sept. 17, 2013",2013-09-17
63,63,63,26685,5873,1675239,https://www.wsj.com/articles/treasury-prices-rise-ahead-of-expected-fed-taper-1379440159?tesla=y,neutral,Treasury ... Taper,wsj,2013,0,1,,,"[{'title': 'Sept. 17, 2013 1:49 pm ET'}]","Sept. 17, 2013",2013-09-17
64,64,64,26686,5874,1675367,https://www.wsj.com/articles/asian-shares-mostly-lower-ahead-of-fed-announcement-1379472409?tesla=y,neutral,Asian ... Announcement,wsj,2013,0,1,,,"[{'title': 'Updated Sept. 18, 2013 5:20 am ET'}]","Sept. 18, 2013",2013-09-18
65,65,65,26687,5875,1675374,https://www.wsj.com/articles/general-mills-earnings-profit-slips-amid-yearearlier-gain-1379504909?tesla=y,neutral,General ... Gain,wsj,2013,0,1,,,"[{'title': 'Sept. 18, 2013 7:48 am ET'}]","Sept. 18, 2013",2013-09-18
66,66,66,26688,5876,1675475,https://www.wsj.com/articles/fedex-earnings-profit-up-65-on-higher-margins-groundshipping-strength-1379506057?tesla=y,joy,FedEx ... Grow,wsj,2013,1,1,,,"[{'title': 'Updated Sept. 18, 2013 3:14 pm ET'}]","Sept. 18, 2013",2013-09-18
67,67,67,26689,5877,1675488,https://www.wsj.com/articles/us-stock-futures-edge-higher-before-fed-decision-1379502137?tesla=y,neutral,Stocks ... Statement,wsj,2013,0,1,,,"[{'title': 'Updated Sept. 18, 2013 4:16 pm ET'}]","Sept. 18, 2013",2013-09-18
68,68,68,26690,5878,1675495,https://www.wsj.com/articles/cooper-tires-proposed-sale-to-indian-rival-losing-air-1379629503?tesla=y,neutral,Cooper ... Air,wsj,2013,0,1,,,"[{'title': 'Sept. 19, 2013 6:25 pm ET'}]","Sept. 19, 2013",2013-09-19
69,69,69,26691,5879,1675551,https://www.wsj.com/articles/irish-economy-returns-to-growth-1379587585?tesla=y,neutral,Irish ... Growth,wsj,2013,0,1,,,"[{'title': 'Updated Sept. 19, 2013 7:38 am ET'}]","Sept. 19, 2013",2013-09-19
70,70,70,26692,5880,1675555,https://www.wsj.com/articles/indias-ongc-and-shell-buy-brazil-oil-field-stake-blocking-a-sinochem-bid-1379591783?tesla=y,neutral,India's ... Stake,wsj,2013,0,1,,,"[{'title': 'Sept. 19, 2013 7:56 am ET'}]","Sept. 19, 2013",2013-09-19
71,71,71,26693,5881,1675560,https://www.wsj.com/articles/rite-aid-earnings-drugstore-chain-lifts-outlook-1379592394?tesla=y,neutral,Rite ... Outlook,wsj,2013,0,1,,,"[{'title': 'Sept. 19, 2013 8:06 am ET'}]","Sept. 19, 2013",2013-09-19
72,72,72,26694,5882,1675562,https://www.wsj.com/articles/conagra-earnings-profit-drops-42-on-consumer-unit-weakness-1379593156?tesla=y,sadness,ConAgra ... Weakness,wsj,2013,-1,1,,,"[{'title': 'Sept. 19, 2013 8:19 am ET'}]","Sept. 19, 2013",2013-09-19
73,73,73,26695,5883,1675737,https://www.wsj.com/articles/canada-posts-soft-august-inflation-data-1379683250?tesla=y,neutral,Canada ... Data,wsj,2013,0,1,,,"[{'title': 'Sept. 20, 2013 9:20 am ET'}]","Sept. 20, 2013",2013-09-20
74,74,74,26696,5884,1675869,https://www.wsj.com/articles/global-stocks-bonds-surge-on-fed-surprise-1379577675?tesla=y,surprise,A ... Fret,wsj,2013,0,1,,,"[{'title': 'Updated Sept. 20, 2013 12:00 am ET'}]","Sept. 20, 2013",2013-09-20
75,75,75,26697,5885,1675881,https://www.wsj.com/articles/fitch-cuts-india-growth-forecast-1379667352?tesla=y,neutral,Fitch ... Forecast,wsj,2013,0,1,,,"[{'title': 'Sept. 20, 2013 4:55 am ET'}]","Sept. 20, 2013",2013-09-20
76,76,76,26698,5886,1675886,https://www.wsj.com/articles/indian-shares-drop-as-central-bank-surprises-markets-with-rate-increase-1379674014?tesla=y,surprise,Indian ... Increase,wsj,2013,0,1,,,"[{'title': 'Sept. 20, 2013 6:46 am ET'}]","Sept. 20, 2013",2013-09-20
77,77,77,26699,5887,1676066,https://www.wsj.com/articles/dollar-edges-higher-against-euro-1379958287?tesla=y,neutral,Dollar ... Rivals,wsj,2013,0,1,,,"[{'title': 'Updated Sept. 23, 2013 4:47 pm ET'}]","Sept. 23, 2013",2013-09-23
78,78,78,26700,5888,1676711,https://www.wsj.com/articles/irish-property-prices-rise-signaling-possible-rebound-for-economy-1380200329?tesla=y,neutral,Irish ... Economy,wsj,2013,0,1,,,"[{'title': 'Sept. 26, 2013 8:59 am ET'}]","Sept. 26, 2013",2013-09-26
79,79,79,26701,5889,1677150,https://www.wsj.com/articles/healthcare-overhaul-pushes-small-firms-to-lock-in-lower-rates-1380583363?tesla=y,neutral,Health-Care ... Rates,wsj,2013,0,1,,,"[{'title': 'Sept. 30, 2013 7:23 pm ET'}]","Sept. 30, 2013",2013-09-30
80,80,80,26702,5890,1677485,https://www.wsj.com/articles/adb-cuts-developing-asia-growth-forecasts-1380679864?tesla=y,neutral,ADB ... Forecasts,wsj,2013,0,1,,,"[{'title': 'Oct. 1, 2013 10:12 pm ET'}]","Oct. 1, 2013",2013-10-01
81,81,81,26703,5891,1677510,https://www.wsj.com/articles/weak-trading-mortgage-slump-legal-costs-to-cut-results-at-banks-1380671799?tesla=y,neutral,Weak ... Banks,wsj,2013,0,1,,,"[{'title': 'Oct. 1, 2013 8:06 pm ET'}]","Oct. 1, 2013",2013-10-01
82,82,82,26704,5892,1677583,https://www.wsj.com/articles/ecb-leaves-rates-unchanged-1380714454?tesla=y,fear,Draghi ... Risk,wsj,2013,-1,1,,,"[{'title': 'Updated Oct. 2, 2013 1:11 pm ET'}]","Oct. 2, 2013",2013-10-02
83,83,83,26705,5893,1677727,https://www.wsj.com/articles/companies-rush-to-lower-earnings-barcompanies-rush-to-lower-earnings-bar-1380832246?tesla=y,neutral,Companies ... Bar,wsj,2013,0,1,,,"[{'title': 'Oct. 3, 2013 5:03 pm ET'}]","Oct. 3, 2013",2013-10-03
84,84,84,26706,5894,1677967,https://www.wsj.com/articles/htc-posts-quarterly-net-loss-1380871494?tesla=y,sadness,HTC ... Loss,wsj,2013,-1,1,,,"[{'title': 'Oct. 4, 2013 3:25 am ET'}]","Oct. 4, 2013",2013-10-04
85,85,85,26707,5895,1678076,https://www.wsj.com/articles/levi-strauss-3rdquarter-net-doubles-on-higher-sales-update-1380918818?tesla=y,joy,Levi ... Sales,wsj,2013,1,1,,,"[{'title': 'Oct. 4, 2013 4:59 pm ET'}]","Oct. 4, 2013",2013-10-04
86,86,86,26708,5896,1678078,https://www.wsj.com/articles/mw-dollar-rebounds-against-euro-ahead-of-fed-talk-1380896936?tesla=y,neutral,Dollar ... Back,wsj,2013,0,1,,,"[{'title': 'Updated Oct. 4, 2013 4:46 pm ET'}]","Oct. 4, 2013",2013-10-04
87,87,87,26709,5897,1678505,https://www.wsj.com/articles/imf-cuts-global-growth-outlook-1381237996?tesla=y,sadness,IMF's ... Widens,wsj,2013,-1,1,,,"[{'title': 'Updated Oct. 8, 2013 7:33 pm ET'}]","Oct. 8, 2013",2013-10-08
88,88,88,26710,5898,1678552,https://www.wsj.com/articles/ireland-cuts-growth-outlook-ahead-of-budget-1381258044?tesla=y,neutral,Ireland ... Budget,wsj,2013,0,1,,,"[{'title': 'Oct. 8, 2013 2:47 pm ET'}]","Oct. 8, 2013",2013-10-08
89,89,89,26711,5899,1678650,https://www.wsj.com/articles/imf-premature-fed-exit-could-fuel-23-trillion-in-global-bond-losses-1381323321?tesla=y,fear,IMF: ... Losses,wsj,2013,-1,1,,,"[{'title': 'Oct. 9, 2013 8:59 am ET'}]","Oct. 9, 2013",2013-10-09
90,90,90,26712,5900,1678830,https://www.wsj.com/articles/australian-jobless-rate-falls-masks-weak-job-market-1381388303?tesla=y,neutral,Australian ... Market,wsj,2013,0,1,,,"[{'title': 'Oct. 10, 2013 2:58 am ET'}]","Oct. 10, 2013",2013-10-10
91,91,91,26713,5901,1678856,https://www.wsj.com/articles/airbus-forecasts-stronger-global-air-cargo-traffic-growth-1381394837?tesla=y,neutral,Airbus ... Growth,wsj,2013,0,1,,,"[{'title': 'Oct. 10, 2013 4:47 am ET'}]","Oct. 10, 2013",2013-10-10
92,92,92,26714,5902,1679115,https://www.wsj.com/articles/japan8217s-prime-minister-shifts-focus-to-growth-strategy-1381491954?tesla=y,neutral,Japan's ... Strategy,wsj,2013,0,1,,,"[{'title': 'Oct. 11, 2013 7:50 am ET'}]","Oct. 11, 2013",2013-10-11
93,93,93,26715,5903,1679351,https://www.wsj.com/articles/reliance-industries-reports-slightly-higher-earnings-1381771742?tesla=y,neutral,Reliance ... Earnings,wsj,2013,0,1,,,"[{'title': 'Oct. 14, 2013 1:29 pm ET'}]","Oct. 14, 2013",2013-10-14
94,94,94,26716,5904,1679571,https://www.wsj.com/articles/domino8217s-pizza-delivers-higher-earnings-sales-1381837366?tesla=y,neutral,Domino's ... Sales,wsj,2013,0,1,,,"[{'title': 'Oct. 15, 2013 7:43 am ET'}]","Oct. 15, 2013",2013-10-15
95,95,95,26717,5905,1679714,https://www.wsj.com/articles/fed-considering-capital-charge-for-banks-owning-physical-commodity-assets-1381949118?tesla=y,disgust,Fed ... Businesses,wsj,2013,-1,1,,,"[{'title': 'Updated Oct. 16, 2013 6:10 pm ET'}]","Oct. 16, 2013",2013-10-16
96,96,96,26718,5906,1679775,https://www.wsj.com/articles/us-bancorp-earnings-nearly-flat-as-mortgagebanking-revenue-down-1381924066?tesla=y,sadness,U.S. ... Down,wsj,2013,-1,1,,,"[{'title': 'Oct. 16, 2013 7:50 am ET'}]","Oct. 16, 2013",2013-10-16
97,97,97,26719,5907,1679924,https://www.wsj.com/articles/ibm-shakes-up-growth-markets-unit-reassigns-head-1382032723?tesla=y,neutral,IBM ... Unit,wsj,2013,0,1,,,"[{'title': 'Updated Oct. 17, 2013 3:08 pm ET'}]","Oct. 17, 2013",2013-10-17
